"Drug_name1","Drug_name2","OR","95.CI","Pvalue","ac"
"CIPROFLOXACIN, FENTANYL","FENTANYL",5.2,"(4.52, 5.97)","1.77e-90",2767
"TRAMADOL, CONJUGATED ESTROGENS","CONJUGATED ESTROGENS",5.2,"(4.28, 6.27)","2.49e-47",1917
"ZOLEDRONATE, CIPROFLOXACIN","CIPROFLOXACIN",5.19,"(4.56, 5.89)","5.62e-115",2140
"PAROXETINE, TRAMADOL","PAROXETINE",5.19,"(4.48, 5.99)","6.29e-82",2819
"ZOLEDRONATE, IRON","ZOLEDRONATE",5.18,"(4.51, 5.93)","7.77e-98",4579
"CAPECITABINE, GEMCITABINE","CAPECITABINE",5.17,"(4.09, 6.48)","2.14e-34",598
"OXYCODONE, CEPHALEXIN","OXYCODONE",5.16,"(4.57, 5.82)","9.68e-120",4418
"PACLITAXEL, HYDROCODONE","PACLITAXEL",5.16,"(4.22, 6.27)","2.65e-46",812
"ONDANSETRON, VINCRISTINE","VINCRISTINE",5.15,"(4.13, 6.39)","2.96e-39",554
"ACETAMINOPHEN, VINCRISTINE","VINCRISTINE",5.15,"(4.17, 6.33)","8.01e-43",554
"PACLITAXEL, ZOLEDRONATE","PACLITAXEL",5.15,"(4.38, 6.04)","6.21e-73",812
"CYCLOBENZAPRINE, FENTANYL","FENTANYL",5.13,"(4.46, 5.89)","3.41e-88",2767
"PACLITAXEL, CAPECITABINE","CAPECITABINE",5.13,"(4.11, 6.37)","1.08e-37",598
"PREDNISOLONE, ZOLEDRONATE","PREDNISOLONE",5.13,"(4.37, 5.99)","7.84e-69",2184
"VITAMIN D, FENTANYL","FENTANYL",5.11,"(4.41, 5.91)","3.77e-80",2767
"DEXAMETHASONE, ESCITALOPRAM","ESCITALOPRAM",5.1,"(4.34, 5.97)","2.71e-69",2158
"CLINDAMYCIN, DEXAMETHASONE","DEXAMETHASONE",5.1,"(4.3, 6.03)","1.15e-59",2534
"CLAVULANATE, HYDROCODONE","CLAVULANATE",5.08,"(4.19, 6.13)","3.13e-52",686
"AZITHROMYCIN, GABAPENTIN","GABAPENTIN",5.07,"(4.42, 5.81)","6.03e-96",4852
"TIOTROPIUM, CALCIUM","TIOTROPIUM",5.07,"(4.13, 6.19)","1.52e-41",1251
"ZOLEDRONATE, FUROSEMIDE","FUROSEMIDE",5.07,"(4.64, 5.53)","8.18e-216",6619
"POTASSIUM CHLORIDE, ROSIGLITAZONE","ROSIGLITAZONE",5.07,"(4.03, 6.32)","2.67e-33",1247
"ZOLEDRONATE, CEPHALEXIN","CEPHALEXIN",5.06,"(4.34, 5.91)","1.64e-86",943
"ZOLEDRONATE, HYDROCODONE","HYDROCODONE",5.06,"(4.66, 5.49)","2.59e-265",4590
"SILDENAFIL, HYDROCHLOROTHIAZIDE","SILDENAFIL",5.05,"(3.97, 6.36)","8.56e-32",649
"ZOLEDRONATE, CHLORHEXIDINE","ZOLEDRONATE",5.05,"(4.52, 5.63)","9.28e-148",4579
"PANTOPRAZOLE, DOXORUBICIN","DOXORUBICIN",5.04,"(4.1, 6.14)","3.45e-43",825
"PROCHLORPERAZINE, ACYCLOVIR","ACYCLOVIR",5.02,"(4.17, 6.02)","1.18e-53",951
"EPOETIN ALFA, GABAPENTIN","EPOETIN ALFA",5.01,"(4.38, 5.73)","5.72e-104",1355
"GADOBENATE DIMEGLUMINE, GADOPENTETATE DIMEGLUMINE","GADOPENTETATE DIMEGLUMINE",5.01,"(4.23, 5.93)","3.85e-79",648
"METOCLOPRAMIDE, ATENOLOL","METOCLOPRAMIDE",5.01,"(4.21, 5.93)","6.52e-58",1439
"CAPECITABINE, DOCETAXEL","CAPECITABINE",5,"(4.1, 6.07)","2.50e-47",598
"OMEPRAZOLE, ZOLEDRONATE","OMEPRAZOLE",4.99,"(4.58, 5.44)","1.33e-230",6244
"CITALOPRAM, DEXAMETHASONE","DEXAMETHASONE",4.99,"(4.24, 5.85)","1.25e-64",2534
"PAROXETINE, CELECOXIB","PAROXETINE",4.98,"(4.26, 5.81)","1.66e-69",2819
"DEXAMETHASONE, LEVOFLOXACIN","DEXAMETHASONE",4.98,"(4.43, 5.59)","3.88e-123",2534
"CYCLOPHOSPHAMIDE, FUROSEMIDE","CYCLOPHOSPHAMIDE",4.98,"(4.15, 5.95)","3.44e-52",1047
"SERTRALINE, DEXAMETHASONE","DEXAMETHASONE",4.97,"(4.25, 5.8)","2.69e-69",2534
"CONJUGATED ESTROGENS, AMITRIPTYLINE","CONJUGATED ESTROGENS",4.96,"(4.1, 5.96)","3.21e-47",1917
"GADOPENTETATE DIMEGLUMINE, GADOTERIDOL","GADOPENTETATE DIMEGLUMINE",4.96,"(4.19, 5.87)","1.30e-77",648
"DOCETAXEL, FENTANYL","DOCETAXEL",4.96,"(4.14, 5.92)","2.59e-55",848
"ACETAMINOPHEN, CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE",4.96,"(4.26, 5.75)","1.00e-77",1047
"METOCLOPRAMIDE, SULFAMETHOXAZOLE","METOCLOPRAMIDE",4.95,"(4.08, 5.97)","1.74e-46",1439
"CELECOXIB, ESCITALOPRAM","CELECOXIB",4.95,"(4.24, 5.76)","2.80e-71",2493
"PAMIDRONATE, LEVOTHYROXINE","LEVOTHYROXINE",4.94,"(4.26, 5.72)","2.61e-77",8111
"ZOLEDRONATE, BORTEZOMIB","BORTEZOMIB",4.94,"(4.15, 5.86)","4.36e-64",649
"OXYCODONE, BORTEZOMIB","BORTEZOMIB",4.94,"(4.07, 5.96)","3.78e-50",649
"OXYCODONE, ENOXAPARIN","ENOXAPARIN",4.93,"(4.24, 5.72)","8.43e-81",938
"OXYCODONE, TIOTROPIUM","TIOTROPIUM",4.93,"(4.1, 5.9)","1.60e-49",1251
"POTASSIUM, ZOLEDRONATE","ZOLEDRONATE",4.92,"(4.35, 5.57)","2.35e-113",4579
"GABAPENTIN, LENALIDOMIDE","LENALIDOMIDE",4.91,"(4.08, 5.87)","1.16e-50",1107
"METRONIDAZOLE, FENTANYL","FENTANYL",4.91,"(4.18, 5.74)","9.32e-65",2767
"CELECOXIB, DIAZEPAM","CELECOXIB",4.91,"(4.17, 5.75)","4.05e-64",2493
"MELPHALAN, DEXAMETHASONE","MELPHALAN",4.9,"(3.89, 6.18)","1.01e-42",325
"METRONIDAZOLE, HYDROCODONE","METRONIDAZOLE",4.9,"(4.22, 5.68)","2.33e-83",1037
"AZITHROMYCIN, CEPHALEXIN","AZITHROMYCIN",4.9,"(4.21, 5.69)","5.41e-79",1267
"SIMVASTATIN, CYCLOSPORINE","SIMVASTATIN",4.89,"(4.3, 5.55)","7.02e-112",13151
"ZOLEDRONATE, EXEMESTANE","EXEMESTANE",4.89,"(3.94, 6.06)","3.04e-50",405
"CONJUGATED ESTROGENS, IBUPROFEN","CONJUGATED ESTROGENS",4.87,"(4.01, 5.88)","2.77e-44",1917
"VENLAFAXINE, ZOLEDRONATE","ZOLEDRONATE",4.87,"(4.29, 5.53)","7.62e-106",4579
"METOCLOPRAMIDE, HYDROCHLOROTHIAZIDE","METOCLOPRAMIDE",4.87,"(4.12, 5.74)","1.39e-59",1439
"SERTRALINE, ZOLEDRONATE","SERTRALINE",4.87,"(4.23, 5.58)","2.68e-86",3054
"OMEPRAZOLE, BORTEZOMIB","BORTEZOMIB",4.86,"(3.98, 5.91)","3.51e-45",649
"CALCIUM, FENTANYL","FENTANYL",4.84,"(4.15, 5.63)","5.48e-69",2767
"DEXAMETHASONE, FLUTICASONE PROPIONATE","DEXAMETHASONE",4.84,"(4.16, 5.62)","9.11e-71",2534
"ROSIGLITAZONE, ACETAMINOPHEN","ROSIGLITAZONE",4.84,"(4.05, 5.75)","1.11e-52",1247
"ACYCLOVIR, GABAPENTIN","ACYCLOVIR",4.83,"(4.1, 5.68)","2.03e-66",951
"ACETAMINOPHEN, CONJUGATED ESTROGENS","CONJUGATED ESTROGENS",4.83,"(4.3, 5.41)","5.98e-127",1917
"NAPROXEN, CYCLOBENZAPRINE","NAPROXEN",4.81,"(4.16, 5.55)","5.34e-79",2071
"AZITHROMYCIN, HYDROCODONE","AZITHROMYCIN",4.81,"(4.22, 5.46)","5.15e-112",1267
"METOCLOPRAMIDE, METRONIDAZOLE","METOCLOPRAMIDE",4.8,"(3.98, 5.76)","3.39e-47",1439
"LORAZEPAM, LENALIDOMIDE","LENALIDOMIDE",4.8,"(3.96, 5.78)","5.86e-45",1107
"OXYCODONE, PAROXETINE","PAROXETINE",4.78,"(4.25, 5.37)","1.48e-115",2819
"WARFARIN, BORTEZOMIB","BORTEZOMIB",4.78,"(3.86, 5.87)","2.79e-39",649
"FENTANYL, IRON","FENTANYL",4.77,"(4.08, 5.56)","1.40e-66",2767
"THALIDOMIDE, DEXAMETHASONE","THALIDOMIDE",4.76,"(4.04, 5.6)","6.61e-81",645
"AMOXICILLIN, OXYCODONE","AMOXICILLIN",4.75,"(4.21, 5.37)","6.52e-114",1746
"OXYCODONE, GEMCITABINE","GEMCITABINE",4.75,"(3.81, 5.89)","1.19e-36",510
"NAPROXEN, DIAZEPAM","NAPROXEN",4.75,"(3.97, 5.65)","9.45e-52",2071
"ENOXAPARIN, LEVOFLOXACIN","ENOXAPARIN",4.74,"(3.98, 5.62)","2.08e-56",938
"ZOLEDRONATE, FULVESTRANT","FULVESTRANT",4.74,"(3.59, 6.32)","5.40e-35",348
"WARFARIN, CYCLOBENZAPRINE","WARFARIN",4.74,"(4.02, 5.56)","4.30e-60",4188
"METOCLOPRAMIDE, CITALOPRAM","METOCLOPRAMIDE",4.73,"(3.91, 5.69)","4.68e-45",1439
"PEGFILGRASTIM, ACETAMINOPHEN","PEGFILGRASTIM",4.72,"(3.84, 5.79)","3.28e-44",447
"PRAVASTATIN, ATORVASTATIN","PRAVASTATIN",4.72,"(4.13, 5.38)","1.47e-97",2487
"AMOXICILLIN, GABAPENTIN","AMOXICILLIN",4.71,"(4.1, 5.39)","7.04e-89",1746
"METOCLOPRAMIDE, ALPRAZOLAM","METOCLOPRAMIDE",4.7,"(4.02, 5.48)","2.49e-66",1439
"ZOLEDRONATE, ZOLPIDEM","ZOLEDRONATE",4.7,"(4.27, 5.17)","7.44e-181",4579
"DOXORUBICIN, FENTANYL","FENTANYL",4.69,"(3.99, 5.5)","6.76e-61",2767
"THALIDOMIDE, FUROSEMIDE","FUROSEMIDE",4.69,"(4.04, 5.43)","1.16e-71",6619
"ZOLEDRONATE, EPOETIN ALFA","ZOLEDRONATE",4.69,"(4.19, 5.24)","1.23e-130",4579
"ALENDRONATE, FENTANYL","FENTANYL",4.69,"(4.02, 5.45)","1.79e-67",2767
"LORAZEPAM, FILGRASTIM","FILGRASTIM",4.69,"(3.72, 5.88)","1.81e-33",444
"ATORVASTATIN, FLUCONAZOLE","FLUCONAZOLE",4.69,"(3.94, 5.56)","1.40e-55",1154
"MORPHINE, NAPROXEN","MORPHINE",4.69,"(3.98, 5.5)","2.64e-61",2024
"PROCHLORPERAZINE, LEVOFLOXACIN","PROCHLORPERAZINE",4.69,"(3.99, 5.49)","1.26e-67",1033
"PANTOPRAZOLE, ROFECOXIB","ROFECOXIB",4.68,"(3.97, 5.51)","2.20e-57",2529
"MORPHINE, NYSTATIN","MORPHINE",4.68,"(3.93, 5.55)","2.37e-53",2024
"METOCLOPRAMIDE, SERTRALINE","METOCLOPRAMIDE",4.68,"(3.91, 5.56)","8.42e-51",1439
"SIMVASTATIN, CONJUGATED ESTROGENS","CONJUGATED ESTROGENS",4.68,"(4.02, 5.42)","2.60e-69",1917
"LORAZEPAM, METHYLPREDNISOLONE","METHYLPREDNISOLONE",4.68,"(3.86, 5.64)","9.17e-45",1051
"SIMVASTATIN, GLICLAZIDE","GLICLAZIDE",4.66,"(3.73, 5.82)","1.69e-39",363
"AMOXICILLIN, FENTANYL","FENTANYL",4.66,"(4, 5.41)","2.43e-67",2767
"PAMIDRONATE, LISINOPRIL","LISINOPRIL",4.66,"(4, 5.41)","7.25e-69",5419
"ZOLEDRONATE, HYDROMORPHONE","ZOLEDRONATE",4.66,"(4.08, 5.3)","5.10e-94",4579
"IBUPROFEN, LEVOFLOXACIN","IBUPROFEN",4.65,"(4.06, 5.31)","1.35e-86",3510
"GABAPENTIN, LEVOFLOXACIN","GABAPENTIN",4.64,"(4.14, 5.2)","5.46e-121",4852
"ONDANSETRON, POTASSIUM","ONDANSETRON",4.64,"(3.92, 5.47)","1.34e-57",1350
"TIOTROPIUM, GABAPENTIN","TIOTROPIUM",4.64,"(3.83, 5.57)","2.34e-44",1251
"ACETAMINOPHEN, BORTEZOMIB","BORTEZOMIB",4.64,"(3.86, 5.55)","3.33e-52",649
"VENLAFAXINE, FENTANYL","FENTANYL",4.63,"(4.04, 5.29)","1.00e-84",2767
"LORAZEPAM, CELECOXIB","CELECOXIB",4.62,"(4.03, 5.29)","1.66e-84",2493
"OMEPRAZOLE, CONJUGATED ESTROGENS","CONJUGATED ESTROGENS",4.62,"(4, 5.33)","1.02e-73",1917
"ZOLPIDEM, DEXAMETHASONE","DEXAMETHASONE",4.62,"(4.11, 5.17)","5.46e-118",2534
"SILDENAFIL, SIMVASTATIN","SILDENAFIL",4.6,"(3.71, 5.67)","1.08e-35",649
"ONDANSETRON, GABAPENTIN","ONDANSETRON",4.59,"(4, 5.27)","3.76e-85",1350
"SALBUTAMOL, EPOETIN ALFA","SALBUTAMOL",4.59,"(3.93, 5.35)","4.25e-64",3911
"ZOLEDRONATE, CLINDAMYCIN","ZOLEDRONATE",4.59,"(4.04, 5.21)","6.46e-100",4579
"ZOLPIDEM, LENALIDOMIDE","LENALIDOMIDE",4.59,"(3.69, 5.66)","8.55e-34",1107
"METHADONE, MORPHINE","METHADONE",4.58,"(3.81, 5.49)","4.48e-51",686
"CINACALCET, EPOETIN ALFA","CINACALCET",4.58,"(3.58, 5.86)","9.51e-36",307
"CELECOXIB, HYDROCODONE","CELECOXIB",4.57,"(4.13, 5.06)","4.64e-151",2493
"ACETAMINOPHEN, GEMCITABINE","GEMCITABINE",4.57,"(3.72, 5.59)","7.21e-41",510
"SIMVASTATIN, AZITHROMYCIN","AZITHROMYCIN",4.56,"(3.88, 5.35)","3.32e-64",1267
"EPOETIN ALFA, HYDROCODONE","HYDROCODONE",4.56,"(4.04, 5.15)","1.37e-105",4590
"ROSIGLITAZONE, ESOMEPRAZOLE","ROSIGLITAZONE",4.56,"(3.6, 5.71)","1.29e-28",1247
"METOPROLOL, ZOLEDRONATE","METOPROLOL",4.55,"(4.13, 5.02)","4.15e-158",6198
"SIMVASTATIN, SULFAMETHOXAZOLE","SULFAMETHOXAZOLE",4.55,"(3.8, 5.42)","1.26e-50",1208
"NAPROXEN, OXYCODONE","NAPROXEN",4.55,"(4.03, 5.13)","1.80e-106",2071
"ZOLEDRONATE, CELECOXIB","ZOLEDRONATE",4.55,"(4.08, 5.07)","2.21e-134",4579
"ONDANSETRON, CAPECITABINE","CAPECITABINE",4.55,"(3.63, 5.66)","1.88e-32",598
"LORAZEPAM, PREDNISOLONE","PREDNISOLONE",4.55,"(3.72, 5.52)","1.62e-38",2184
"PROCHLORPERAZINE, CIPROFLOXACIN","PROCHLORPERAZINE",4.55,"(3.85, 5.36)","1.33e-60",1033
"NAPROXEN, ZOLEDRONATE","ZOLEDRONATE",4.55,"(3.94, 5.24)","8.16e-78",4579
"OMEPRAZOLE, CAPECITABINE","CAPECITABINE",4.55,"(3.58, 5.72)","2.63e-29",598
"LORAZEPAM, DOCETAXEL","DOCETAXEL",4.54,"(3.73, 5.5)","1.61e-42",848
"OXYCODONE, LENALIDOMIDE","LENALIDOMIDE",4.54,"(3.84, 5.35)","5.05e-56",1107
"NYSTATIN, DEXAMETHASONE","DEXAMETHASONE",4.54,"(3.83, 5.35)","2.65e-53",2534
"MOXIFLOXACIN, LEVOFLOXACIN","MOXIFLOXACIN",4.54,"(3.8, 5.39)","3.69e-53",1074
"OMEPRAZOLE, ROFECOXIB","ROFECOXIB",4.54,"(3.99, 5.14)","3.12e-93",2529
"PAROXETINE, CELECOXIB","CELECOXIB",4.53,"(3.87, 5.28)","1.27e-62",2493
"TIOTROPIUM, ZOLPIDEM","TIOTROPIUM",4.53,"(3.68, 5.54)","4.03e-36",1251
"ROFECOXIB, SERTRALINE","ROFECOXIB",4.52,"(3.87, 5.27)","1.98e-62",2529
"VENLAFAXINE, CELECOXIB","CELECOXIB",4.52,"(3.88, 5.25)","1.94e-65",2493
"METOCLOPRAMIDE, IBUPROFEN","METOCLOPRAMIDE",4.52,"(3.79, 5.36)","3.92e-50",1439
"ONDANSETRON, HYDROCODONE","ONDANSETRON",4.52,"(4.01, 5.09)","9.61e-119",1350
"SEVELAMER, CINACALCET","CINACALCET",4.52,"(3.53, 5.79)","2.23e-35",307
"OXYCODONE, ACYCLOVIR","ACYCLOVIR",4.52,"(3.86, 5.27)","1.01e-68",951
"PANTOPRAZOLE, CLAVULANATE","CLAVULANATE",4.51,"(3.7, 5.47)","2.01e-43",686
"PIOGLITAZONE, ROSIGLITAZONE","ROSIGLITAZONE",4.51,"(3.55, 5.66)","1.00e-27",1247
"ZOLEDRONATE, HYDROCODONE","ZOLEDRONATE",4.49,"(4.13, 4.87)","2.57e-232",4579
"RANITIDINE, ENOXAPARIN","ENOXAPARIN",4.49,"(3.68, 5.45)","2.23e-40",938
"GABAPENTIN, HYDROMORPHONE","HYDROMORPHONE",4.48,"(3.88, 5.17)","1.72e-83",951
"ZOLEDRONATE, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",4.48,"(4.02, 4.99)","1.58e-126",5169
"ATORVASTATIN, AZITHROMYCIN","AZITHROMYCIN",4.48,"(3.82, 5.23)","4.76e-65",1267
"ZOLPIDEM, CEPHALEXIN","ZOLPIDEM",4.47,"(3.86, 5.16)","1.70e-72",3296
"FUROSEMIDE, GEMCITABINE","GEMCITABINE",4.47,"(3.52, 5.64)","6.17e-29",510
"NYSTATIN, OXYCODONE","NYSTATIN",4.47,"(3.72, 5.36)","2.09e-55",560
"LORAZEPAM, PAMIDRONATE","PAMIDRONATE",4.47,"(3.93, 5.07)","1.36e-105",1561
"ZOLEDRONATE, IBUPROFEN","ZOLEDRONATE",4.46,"(3.99, 4.98)","7.01e-126",4579
"WARFARIN, EPOETIN ALFA","EPOETIN ALFA",4.45,"(3.93, 5.03)","3.60e-109",1355
"SULFAMETHOXAZOLE, HYDROCODONE","SULFAMETHOXAZOLE",4.45,"(3.82, 5.17)","8.08e-68",1208
"OXYCODONE, VALACICLOVIR","VALACICLOVIR",4.44,"(3.67, 5.35)","9.95e-45",795
"OXYCODONE, PREDNISOLONE","PREDNISOLONE",4.44,"(3.77, 5.2)","3.66e-56",2184
"VARENICLINE, GABAPENTIN","VARENICLINE",4.44,"(3.73, 5.25)","1.92e-49",1790
"ZOLEDRONATE, FAMOTIDINE","FAMOTIDINE",4.44,"(3.82, 5.15)","4.78e-68",1751
"METOCLOPRAMIDE, OXYCODONE","METOCLOPRAMIDE",4.43,"(3.91, 5.02)","1.65e-100",1439
"DOCETAXEL, FUROSEMIDE","DOCETAXEL",4.43,"(3.62, 5.39)","1.85e-39",848
"ROFECOXIB, BUPROPION","ROFECOXIB",4.43,"(3.65, 5.34)","1.30e-40",2529
"AZITHROMYCIN, WARFARIN","WARFARIN",4.43,"(3.77, 5.19)","4.49e-57",4188
"FLUCONAZOLE, GABAPENTIN","FLUCONAZOLE",4.43,"(3.78, 5.18)","3.93e-63",1154
"METOCLOPRAMIDE, INSULIN GLARGINE","METOCLOPRAMIDE",4.43,"(3.62, 5.38)","8.11e-38",1439
"ROFECOXIB, HYDROCODONE","ROFECOXIB",4.43,"(3.96, 4.93)","6.06e-122",2529
"AMOXICILLIN, SIMVASTATIN","AMOXICILLIN",4.42,"(3.89, 5.02)","5.97e-95",1746
"ACETYLSALICYLIC ACID, DOXORUBICIN","DOXORUBICIN",4.42,"(3.54, 5.47)","5.65e-32",825
"CELECOXIB, FENTANYL","FENTANYL",4.42,"(3.83, 5.07)","2.09e-74",2767
"AMOXICILLIN, WARFARIN","WARFARIN",4.41,"(3.88, 4.99)","6.24e-91",4188
"METOCLOPRAMIDE, CIPROFLOXACIN","METOCLOPRAMIDE",4.41,"(3.73, 5.19)","8.46e-54",1439
"PREGABALIN, ZOLEDRONATE","PREGABALIN",4.41,"(3.78, 5.12)","3.95e-64",3495
"OXYCODONE, LEVOFLOXACIN","OXYCODONE",4.4,"(3.98, 4.87)","3.11e-143",4418
"CEPHALEXIN, IBUPROFEN","IBUPROFEN",4.4,"(3.78, 5.1)","3.06e-65",3510
"AMOXICILLIN, ZOLEDRONATE","ZOLEDRONATE",4.39,"(3.95, 4.89)","6.89e-132",4579
"WARFARIN, DOXORUBICIN","WARFARIN",4.39,"(3.7, 5.19)","3.03e-50",4188
"ROSIGLITAZONE, GABAPENTIN","ROSIGLITAZONE",4.39,"(3.52, 5.43)","6.64e-31",1247
"METHYLPREDNISOLONE, ZOLPIDEM","METHYLPREDNISOLONE",4.39,"(3.61, 5.31)","2.00e-40",1051
"SERTRALINE, CONJUGATED ESTROGENS","CONJUGATED ESTROGENS",4.38,"(3.68, 5.19)","5.32e-48",1917
"OXYCODONE, SULFAMETHOXAZOLE","SULFAMETHOXAZOLE",4.38,"(3.78, 5.06)","2.60e-72",1208
"ROFECOXIB, CONJUGATED ESTROGENS","CONJUGATED ESTROGENS",4.38,"(3.82, 5.01)","2.53e-78",1917
"CIPROFLOXACIN, DEXAMETHASONE","DEXAMETHASONE",4.37,"(3.84, 4.98)","5.78e-85",2534
"PAMIDRONATE, EPOETIN ALFA","PAMIDRONATE",4.37,"(3.83, 4.99)","1.19e-93",1561
"ONDANSETRON, EPOETIN ALFA","ONDANSETRON",4.37,"(3.63, 5.22)","2.68e-45",1350
"CONJUGATED ESTROGENS, ALPRAZOLAM","CONJUGATED ESTROGENS",4.36,"(3.75, 5.06)","5.45e-64",1917
"GADOPENTETATE DIMEGLUMINE, GADOVERSETAMIDE","GADOVERSETAMIDE",4.36,"(2.79, 7.12)","6.38e-15",411
"OXYCODONE, PROPOXYPHENE","OXYCODONE",4.35,"(3.73, 5.06)","4.44e-63",4418
"ROFECOXIB, AMITRIPTYLINE","ROFECOXIB",4.35,"(3.74, 5.05)","4.14e-62",2529
"VINCRISTINE, FLUCONAZOLE","VINCRISTINE",4.35,"(3.44, 5.46)","7.14e-29",554
"METHOTREXATE, TERIPARATIDE","METHOTREXATE",4.35,"(3.49, 5.37)","2.26e-30",2396
"ONDANSETRON, PAMIDRONATE","PAMIDRONATE",4.35,"(3.77, 5)","3.26e-83",1561
"PROCHLORPERAZINE, ZOLEDRONATE","ZOLEDRONATE",4.34,"(3.89, 4.84)","3.46e-123",4579
"ROSIGLITAZONE, WARFARIN","ROSIGLITAZONE",4.34,"(3.43, 5.43)","3.26e-27",1247
"CLINDAMYCIN, HYDROCODONE","CLINDAMYCIN",4.33,"(3.65, 5.14)","1.35e-58",682
"OXYCODONE, PAMIDRONATE","PAMIDRONATE",4.33,"(3.86, 4.84)","3.17e-136",1561
"CAPECITABINE, FENTANYL","FENTANYL",4.33,"(3.63, 5.13)","2.98e-47",2767
"OXYCODONE, CELECOXIB","CELECOXIB",4.32,"(3.87, 4.82)","1.70e-121",2493
"CEPHALEXIN, GABAPENTIN","GABAPENTIN",4.32,"(3.73, 4.99)","5.37e-69",4852
"SIMVASTATIN, LENALIDOMIDE","LENALIDOMIDE",4.32,"(3.57, 5.2)","6.83e-41",1107
"FENTANYL, FLUCONAZOLE","FENTANYL",4.32,"(3.72, 5)","1.32e-64",2767
"VITAMIN D, CELECOXIB","CELECOXIB",4.31,"(3.75, 4.94)","4.19e-75",2493
"PAMIDRONATE, LETROZOLE","LETROZOLE",4.31,"(3.64, 5.1)","1.70e-59",757
"ZOLEDRONATE, CITALOPRAM","ZOLEDRONATE",4.31,"(3.73, 4.97)","9.03e-72",4579
"TRIMETHOPRIM, ALPRAZOLAM","TRIMETHOPRIM",4.31,"(3.61, 5.12)","4.45e-48",1614
"ACETAMINOPHEN, ZOLEDRONATE","ZOLEDRONATE",4.31,"(4.02, 4.61)","0.00e+00",4579
"AMOXICILLIN, DEXAMETHASONE","AMOXICILLIN",4.31,"(3.76, 4.92)","3.26e-81",1746
"VITAMIN E, WARFARIN","WARFARIN",4.31,"(3.62, 5.1)","3.71e-48",4188
"RALOXIFENE, TERIPARATIDE","RALOXIFENE",4.3,"(3.66, 5.04)","5.26e-64",835
"METOCLOPRAMIDE, ESOMEPRAZOLE","METOCLOPRAMIDE",4.3,"(3.77, 4.9)","1.90e-84",1439
"OXYCODONE, DARBEPOETIN ALFA","OXYCODONE",4.3,"(3.71, 4.97)","2.05e-66",4418
"OXYCODONE, CLINDAMYCIN","CLINDAMYCIN",4.3,"(3.61, 5.11)","7.21e-55",682
"CLAVULANATE, LEVOFLOXACIN","CLAVULANATE",4.3,"(3.54, 5.19)","6.17e-43",686
"ZOLEDRONATE, ENOXAPARIN","ZOLEDRONATE",4.29,"(3.72, 4.94)","3.80e-73",4579
"CELECOXIB, ESCITALOPRAM","ESCITALOPRAM",4.29,"(3.67, 5)","1.25e-60",2158
"METOCLOPRAMIDE, CYCLOPHOSPHAMIDE","CYCLOPHOSPHAMIDE",4.29,"(3.41, 5.34)","1.17e-28",1047
"CAPECITABINE, GEMCITABINE","GEMCITABINE",4.29,"(3.38, 5.4)","6.11e-28",510
"METOCLOPRAMIDE, ACETAMINOPHEN","METOCLOPRAMIDE",4.29,"(3.85, 4.78)","1.83e-143",1439
"ZOLEDRONATE, CIPROFLOXACIN","ZOLEDRONATE",4.29,"(3.79, 4.84)","8.46e-98",4579
"MEGESTROL, ACETAMINOPHEN","MEGESTROL",4.28,"(3.46, 5.32)","7.67e-44",404
"MORPHINE, PAROXETINE","PAROXETINE",4.28,"(3.6, 5.07)","2.08e-48",2819
"ACETAMINOPHEN, DARBEPOETIN ALFA","DARBEPOETIN ALFA",4.28,"(3.65, 5.01)","4.57e-68",730
"METOCLOPRAMIDE, CLONAZEPAM","METOCLOPRAMIDE",4.28,"(3.53, 5.15)","3.65e-40",1439
"CELECOXIB, GABAPENTIN","CELECOXIB",4.27,"(3.84, 4.75)","7.82e-127",2493
"ZOLEDRONATE, AMITRIPTYLINE","ZOLEDRONATE",4.27,"(3.72, 4.9)","8.23e-77",4579
"NAPROXEN, ROFECOXIB","ROFECOXIB",4.27,"(3.65, 4.98)","5.81e-57",2529
"ACETAMINOPHEN, FLUOROURACIL","FLUOROURACIL",4.27,"(3.28, 5.51)","5.62e-23",366
"SIMVASTATIN, GEMFIBROZIL","GEMFIBROZIL",4.27,"(3.73, 4.88)","1.38e-95",1127
"CLONAZEPAM, CONJUGATED ESTROGENS","CONJUGATED ESTROGENS",4.26,"(3.52, 5.14)","9.97e-39",1917
"CONJUGATED ESTROGENS, ESOMEPRAZOLE","CONJUGATED ESTROGENS",4.26,"(3.63, 4.99)","5.58e-55",1917
"OXYCODONE, FLUCONAZOLE","FLUCONAZOLE",4.26,"(3.7, 4.91)","4.14e-76",1154
"EPOETIN ALFA, GABAPENTIN","GABAPENTIN",4.26,"(3.77, 4.8)","1.05e-96",4852
"TRIMETHOPRIM, ZOLEDRONATE","ZOLEDRONATE",4.26,"(3.67, 4.92)","4.76e-68",4579
"AZITHROMYCIN, ZOLPIDEM","ZOLPIDEM",4.25,"(3.69, 4.89)","8.20e-72",3296
"NAPROXEN, ALENDRONATE","NAPROXEN",4.24,"(3.59, 4.98)","5.53e-52",2071
"ROFECOXIB, VENLAFAXINE","ROFECOXIB",4.23,"(3.47, 5.12)","1.38e-36",2529
