"Drug_name1","Drug_name2","OR","95.CI","Pvalue","ac"
"ACETAMINOPHEN, DIAZEPAM, ALPRAZOLAM","ACETAMINOPHEN, ALPRAZOLAM",4.5,"(3.85, 5.26)","3.62e-69",1323
"PREDNISONE, ZOLEDRONATE, HYDROCODONE","PREDNISONE, HYDROCODONE",4.5,"(3.79, 5.33)","4.57e-63",762
"PAMIDRONATE, ZOLEDRONATE, GABAPENTIN","PAMIDRONATE, ZOLEDRONATE",4.49,"(3.91, 5.15)","2.95e-97",1200
"ACETAMINOPHEN, DIAZEPAM, ALPRAZOLAM","ACETAMINOPHEN, DIAZEPAM",4.49,"(3.8, 5.29)","3.81e-64",871
"ONDANSETRON, OXYCODONE, DEXAMETHASONE","ONDANSETRON, DEXAMETHASONE",4.48,"(3.7, 5.42)","4.35e-51",494
"OMEPRAZOLE, ZOLPIDEM, HYDROCODONE","OMEPRAZOLE, ZOLPIDEM",4.48,"(3.73, 5.37)","1.10e-58",577
"PAMIDRONATE, ACETAMINOPHEN, ACETYLSALICYLIC ACID","ACETAMINOPHEN, ACETYLSALICYLIC ACID",4.47,"(3.85, 5.18)","3.36e-71",2386
"LORAZEPAM, DEXAMETHASONE, HYDROCODONE","LORAZEPAM, DEXAMETHASONE",4.47,"(3.67, 5.44)","4.38e-50",495
"OXYCODONE, ZOLPIDEM, FUROSEMIDE","ZOLPIDEM, FUROSEMIDE",4.46,"(3.77, 5.29)","2.58e-66",656
"OXYCODONE, ACETAMINOPHEN, AZITHROMYCIN","OXYCODONE, ACETAMINOPHEN",4.46,"(3.91, 5.08)","1.64e-92",2658
"PANTOPRAZOLE, ACETAMINOPHEN, ENOXAPARIN","PANTOPRAZOLE, ENOXAPARIN",4.46,"(3.15, 6.37)","4.89e-20",169
"OXYCODONE, SULFAMETHOXAZOLE, TRIMETHOPRIM","SULFAMETHOXAZOLE, TRIMETHOPRIM",4.45,"(3.82, 5.16)","5.40e-69",1145
"SULFAMETHOXAZOLE, TRIMETHOPRIM, HYDROCODONE","SULFAMETHOXAZOLE, TRIMETHOPRIM",4.44,"(3.79, 5.2)","2.90e-62",1145
"ACETAMINOPHEN, ZOLPIDEM, CELECOXIB","ACETAMINOPHEN, ZOLPIDEM",4.44,"(3.81, 5.17)","7.48e-72",1260
"ACETAMINOPHEN, EPOETIN ALFA, HYDROCODONE","ACETAMINOPHEN, HYDROCODONE",4.43,"(3.89, 5.04)","3.31e-91",3899
"OXYCODONE, ZOLEDRONATE, ACETYLSALICYLIC ACID","OXYCODONE, ACETYLSALICYLIC ACID",4.43,"(3.8, 5.15)","1.28e-76",904
"PAMIDRONATE, ZOLEDRONATE, DEXAMETHASONE","PAMIDRONATE, DEXAMETHASONE",4.42,"(3.51, 5.62)","1.02e-46",681
"SALBUTAMOL, WARFARIN, HYDROCODONE","SALBUTAMOL, WARFARIN",4.42,"(3.6, 5.41)","1.03e-44",453
"AMOXICILLIN, POTASSIUM, ACETAMINOPHEN","AMOXICILLIN, POTASSIUM",4.41,"(3.73, 5.21)","2.21e-69",626
"ACETAMINOPHEN, BORTEZOMIB, DEXAMETHASONE","BORTEZOMIB, DEXAMETHASONE",4.4,"(3.48, 5.54)","1.39e-32",364
"ONDANSETRON, ACETAMINOPHEN, HYDROCODONE","ONDANSETRON, HYDROCODONE",4.4,"(2.64, 7.84)","2.85e-12",479
"POTASSIUM CHLORIDE, ENOXAPARIN, FUROSEMIDE","POTASSIUM CHLORIDE, ENOXAPARIN",4.39,"(2.74, 7.35)","1.73e-12",137
"ACETAMINOPHEN, GUAIFENESIN, HYDROCODONE","ACETAMINOPHEN, GUAIFENESIN",4.39,"(3.45, 5.61)","7.31e-35",316
"OXYCODONE, FENTANYL, HYDROCODONE","FENTANYL, HYDROCODONE",4.38,"(3.73, 5.15)","5.97e-73",737
"ONDANSETRON, ACETAMINOPHEN, LEVOTHYROXINE","ONDANSETRON, LEVOTHYROXINE",4.37,"(3.07, 6.32)","3.83e-19",176
"PANTOPRAZOLE, FUROSEMIDE, GABAPENTIN","PANTOPRAZOLE, FUROSEMIDE",4.37,"(3.7, 5.16)","7.13e-60",811
"METOCLOPRAMIDE, ACETAMINOPHEN, GABAPENTIN","METOCLOPRAMIDE, ACETAMINOPHEN",4.36,"(3.66, 5.19)","1.27e-56",667
"LORAZEPAM, ACETAMINOPHEN, ENOXAPARIN","LORAZEPAM, ENOXAPARIN",4.32,"(2.97, 6.41)","5.94e-18",194
"AMOXICILLIN, POTASSIUM, PREDNISONE","AMOXICILLIN, POTASSIUM",4.32,"(3.57, 5.22)","2.03e-44",626
"OXYCODONE, ACETAMINOPHEN, DOCUSATE","OXYCODONE, DOCUSATE",4.32,"(2.97, 6.45)","1.45e-18",235
"OXYCODONE, CYCLOBENZAPRINE, HYDROCODONE","CYCLOBENZAPRINE, HYDROCODONE",4.3,"(3.57, 5.18)","6.14e-53",565
"AMOXICILLIN, CLAVULANATE, LEVOFLOXACIN","AMOXICILLIN, CLAVULANATE",4.29,"(3.54, 5.18)","6.49e-43",686
"OXYCODONE, POTASSIUM CHLORIDE, HYDROCODONE","POTASSIUM CHLORIDE, HYDROCODONE",4.29,"(3.53, 5.21)","1.94e-48",516
"PAROXETINE, ACETAMINOPHEN, GABAPENTIN","PAROXETINE, GABAPENTIN",4.28,"(3.33, 5.54)","5.06e-33",321
"OXYCODONE, PREDNISONE, ZOLEDRONATE","OXYCODONE, PREDNISONE",4.28,"(3.62, 5.05)","8.63e-64",695
"OMEPRAZOLE, PROCHLORPERAZINE, ACETAMINOPHEN","OMEPRAZOLE, PROCHLORPERAZINE",4.27,"(3.17, 5.82)","4.02e-26",278
"OXYCODONE, FENTANYL, FUROSEMIDE","FENTANYL, FUROSEMIDE",4.26,"(3.51, 5.18)","2.86e-48",479
"SENNA, ACETAMINOPHEN, DOCUSATE","SENNA, DOCUSATE",4.26,"(3.25, 5.63)","3.73e-30",289
"PROCHLORPERAZINE, ACETAMINOPHEN, FENTANYL","ACETAMINOPHEN, FENTANYL",4.26,"(3.62, 5)","3.42e-60",1108
"ACETAMINOPHEN, DIAZEPAM, HYDROCODONE","DIAZEPAM, HYDROCODONE",4.26,"(2.92, 6.42)","5.70e-20",547
"ACETAMINOPHEN, ZOLPIDEM, ESCITALOPRAM","ACETAMINOPHEN, ESCITALOPRAM",4.26,"(3.56, 5.08)","1.36e-56",609
"ACETAMINOPHEN, DIAZEPAM, FENTANYL","DIAZEPAM, FENTANYL",4.25,"(3.25, 5.59)","2.34e-30",304
"OXYCODONE, ZOLEDRONATE, HYDROCODONE","OXYCODONE, HYDROCODONE",4.23,"(3.71, 4.83)","1.46e-99",1190
"ACETAMINOPHEN, CITALOPRAM, ALPRAZOLAM","CITALOPRAM, ALPRAZOLAM",4.23,"(3.32, 5.39)","2.35e-34",332
"ACETAMINOPHEN, ALLOPURINOL, HYDROCODONE","ALLOPURINOL, HYDROCODONE",4.23,"(2.21, 9.06)","2.14e-07",222
"POTASSIUM, PREDNISONE, CLAVULANATE","PREDNISONE, CLAVULANATE",4.23,"(2.13, 9.55)","1.25e-06",161
"ACETAMINOPHEN, ZOLPIDEM, CELECOXIB","ACETAMINOPHEN, CELECOXIB",4.22,"(3.59, 4.96)","1.08e-62",868
"ACETAMINOPHEN, ZOLEDRONATE, ACETYLSALICYLIC ACID","ACETAMINOPHEN, ACETYLSALICYLIC ACID",4.22,"(3.75, 4.74)","3.07e-108",2386
"OXYCODONE, ACETAMINOPHEN, TRIMETHOPRIM","ACETAMINOPHEN, TRIMETHOPRIM",4.22,"(3.46, 5.15)","5.32e-46",461
"OMEPRAZOLE, SULFAMETHOXAZOLE, TRIMETHOPRIM","OMEPRAZOLE, TRIMETHOPRIM",4.22,"(2.7, 6.91)","3.66e-14",255
"OXYCODONE, ACETAMINOPHEN, CEPHALEXIN","OXYCODONE, ACETAMINOPHEN",4.22,"(3.67, 4.83)","1.53e-78",2658
"OXYCODONE, POTASSIUM CHLORIDE, GABAPENTIN","OXYCODONE, POTASSIUM CHLORIDE",4.22,"(3.49, 5.09)","4.81e-51",558
"POTASSIUM, ACETAMINOPHEN, CLAVULANATE","POTASSIUM, CLAVULANATE",4.22,"(3.55, 5.01)","1.37e-60",581
"PAMIDRONATE, ZOLEDRONATE, ZOLPIDEM","PAMIDRONATE, ZOLEDRONATE",4.21,"(3.64, 4.87)","4.66e-79",1200
"SULFAMETHOXAZOLE, TRIMETHOPRIM, GABAPENTIN","TRIMETHOPRIM, GABAPENTIN",4.21,"(2.26, 8.69)","1.02e-07",202
"OXYCODONE, PROPOXYPHENE, ACETAMINOPHEN","PROPOXYPHENE, ACETAMINOPHEN",4.19,"(3.51, 5)","1.61e-50",728
"ZOLEDRONATE, DEXAMETHASONE, LENALIDOMIDE","DEXAMETHASONE, LENALIDOMIDE",4.19,"(3.47, 5.05)","5.54e-47",520
"ONDANSETRON, ACETAMINOPHEN, GABAPENTIN","ONDANSETRON, GABAPENTIN",4.18,"(3.13, 5.64)","9.78e-27",309
"OXYCODONE, ACETAMINOPHEN, ALENDRONATE","ACETAMINOPHEN, ALENDRONATE",4.18,"(3.48, 5.02)","1.73e-50",591
"PROCHLORPERAZINE, ACETAMINOPHEN, FENTANYL","PROCHLORPERAZINE, ACETAMINOPHEN",4.17,"(3.48, 5.01)","7.93e-51",610
"OXYCODONE, DIAZEPAM, HYDROCODONE","DIAZEPAM, HYDROCODONE",4.17,"(3.46, 5.03)","2.80e-52",547
"ZOLEDRONATE, ACETYLSALICYLIC ACID, HYDROCODONE","ACETYLSALICYLIC ACID, HYDROCODONE",4.17,"(3.56, 4.87)","1.13e-63",1089
"ACETAMINOPHEN, CIPROFLOXACIN, LEVOFLOXACIN","CIPROFLOXACIN, LEVOFLOXACIN",4.16,"(3.31, 5.23)","3.05e-39",432
"ACETAMINOPHEN, AZITHROMYCIN, HYDROCODONE","ACETAMINOPHEN, HYDROCODONE",4.15,"(3.7, 4.66)","3.83e-104",3899
"OMEPRAZOLE, ZOLPIDEM, GABAPENTIN","OMEPRAZOLE, ZOLPIDEM",4.15,"(3.44, 4.99)","3.69e-49",577
"PAMIDRONATE, ZOLEDRONATE, DEXAMETHASONE","ZOLEDRONATE, DEXAMETHASONE",4.14,"(3.59, 4.78)","1.47e-89",979
"ACETAMINOPHEN, GABAPENTIN, LEVOFLOXACIN","ACETAMINOPHEN, GABAPENTIN",4.14,"(3.57, 4.8)","2.58e-70",1689
"LORAZEPAM, RANITIDINE, ACETAMINOPHEN","LORAZEPAM, RANITIDINE",4.14,"(3.15, 5.49)","8.33e-28",286
"ACETAMINOPHEN, ENOXAPARIN, FUROSEMIDE","ENOXAPARIN, FUROSEMIDE",4.13,"(3.18, 5.39)","5.60e-30",290
"METFORMIN, ACETAMINOPHEN, INSULIN GLARGINE","METFORMIN, INSULIN GLARGINE",4.13,"(3.27, 5.19)","9.03e-30",387
"PREDNISONE, FUROSEMIDE, GABAPENTIN","PREDNISONE, FUROSEMIDE",4.12,"(3.5, 4.84)","8.52e-59",822
"ACETAMINOPHEN, ZOLEDRONATE, CHLORHEXIDINE","ACETAMINOPHEN, CHLORHEXIDINE",4.12,"(3.12, 5.48)","3.29e-29",460
"PREDNISONE, ACETAMINOPHEN, DEXAMETHASONE","PREDNISONE, DEXAMETHASONE",4.12,"(3.27, 5.19)","3.16e-37",379
"ACETAMINOPHEN, TRIAMCINOLONE, HYDROCODONE","ACETAMINOPHEN, HYDROCODONE",4.11,"(3.55, 4.75)","1.72e-66",3899
"SULFAMETHOXAZOLE, TRIMETHOPRIM, GABAPENTIN","SULFAMETHOXAZOLE, TRIMETHOPRIM",4.1,"(3.45, 4.86)","1.52e-48",1145
"LORAZEPAM, FENTANYL, HYDROCODONE","LORAZEPAM, FENTANYL",4.1,"(3.3, 5.11)","1.22e-37",391
"LORAZEPAM, ACETAMINOPHEN, IBUPROFEN","LORAZEPAM, IBUPROFEN",4.1,"(3.19, 5.3)","4.79e-34",400
"OXYCODONE, DEXAMETHASONE, FENTANYL","OXYCODONE, FENTANYL",4.1,"(3.49, 4.81)","9.88e-61",816
"OXYCODONE, FUROSEMIDE, HYDROCODONE","FUROSEMIDE, HYDROCODONE",4.09,"(3.53, 4.74)","1.70e-76",942
"ACETAMINOPHEN, DEXAMETHASONE, ESOMEPRAZOLE","DEXAMETHASONE, ESOMEPRAZOLE",4.09,"(3.09, 5.44)","1.64e-26",284
"OMEPRAZOLE, ACETAMINOPHEN, CIPROFLOXACIN","OMEPRAZOLE, CIPROFLOXACIN",4.08,"(3.18, 5.25)","5.87e-33",348
"OXYCODONE, DEXAMETHASONE, HYDROCODONE","DEXAMETHASONE, HYDROCODONE",4.07,"(3.37, 4.93)","7.50e-51",564
"OXYCODONE, ACETAMINOPHEN, LEVOFLOXACIN","OXYCODONE, ACETAMINOPHEN",4.07,"(3.63, 4.55)","5.59e-109",2658
"LORAZEPAM, PAROXETINE, ACETAMINOPHEN","LORAZEPAM, PAROXETINE",4.06,"(3.25, 5.07)","8.74e-37",384
"OMEPRAZOLE, FUROSEMIDE, LEVOFLOXACIN","OMEPRAZOLE, FUROSEMIDE",4.05,"(3.39, 4.83)","8.70e-46",1030
"OMEPRAZOLE, ACETAMINOPHEN, CITALOPRAM","OMEPRAZOLE, CITALOPRAM",4.05,"(3.28, 5.02)","3.20e-41",422
"LORAZEPAM, ACETAMINOPHEN, IBUPROFEN","ACETAMINOPHEN, IBUPROFEN",4.05,"(3.51, 4.67)","2.76e-70",1329
"OXYCODONE, FENTANYL, GABAPENTIN","OXYCODONE, FENTANYL",4.05,"(3.47, 4.72)","8.31e-68",816
"OMEPRAZOLE, PREDNISONE, GABAPENTIN","OMEPRAZOLE, PREDNISONE",4.05,"(3.39, 4.82)","7.88e-48",802
"ONDANSETRON, ACETAMINOPHEN, DIPHENHYDRAMINE","ONDANSETRON, DIPHENHYDRAMINE",4.03,"(2.56, 6.58)","4.70e-12",142
"ONDANSETRON, DEXAMETHASONE, FENTANYL","ONDANSETRON, DEXAMETHASONE",4.02,"(3.27, 4.94)","9.81e-36",494
"METOPROLOL, ACETAMINOPHEN, LEVOFLOXACIN","METOPROLOL, LEVOFLOXACIN",4.02,"(3.02, 5.4)","5.04e-25",273
"OMEPRAZOLE, ZOLEDRONATE, ACETYLSALICYLIC ACID","OMEPRAZOLE, ACETYLSALICYLIC ACID",4.02,"(3.44, 4.68)","1.56e-59",1625
"SULFAMETHOXAZOLE, TRIMETHOPRIM, LEVOFLOXACIN","TRIMETHOPRIM, LEVOFLOXACIN",4.01,"(2.3, 7.58)","8.49e-09",200
"ACETAMINOPHEN, DEXTROMETHORPHAN, GUAIFENESIN","ACETAMINOPHEN, DEXTROMETHORPHAN",4.01,"(2.03, 9.03)","2.73e-06",139
"SULFAMETHOXAZOLE, ACETAMINOPHEN, FUROSEMIDE","SULFAMETHOXAZOLE, FUROSEMIDE",4.01,"(3.02, 5.35)","8.29e-24",236
"ATORVASTATIN, TRIAMTERENE, HYDROCHLOROTHIAZIDE","ATORVASTATIN, TRIAMTERENE",4.01,"(2.15, 8.27)","2.84e-07",226
"MORPHINE, DEXAMETHASONE, FENTANYL","MORPHINE, FENTANYL",3.99,"(3.3, 4.81)","3.24e-44",558
"ACETAMINOPHEN, GABAPENTIN, LEVOFLOXACIN","ACETAMINOPHEN, LEVOFLOXACIN",3.98,"(3.38, 4.69)","2.95e-58",836
"ONDANSETRON, SULFAMETHOXAZOLE, TRIMETHOPRIM","ONDANSETRON, SULFAMETHOXAZOLE",3.98,"(1.04, 33.87)","4.00e-02",174
"OXYCODONE, POTASSIUM CHLORIDE, FUROSEMIDE","POTASSIUM CHLORIDE, FUROSEMIDE",3.98,"(3.5, 4.51)","3.17e-88",1374
"SPIRONOLACTONE, ACETAMINOPHEN, DIGOXIN","SPIRONOLACTONE, DIGOXIN",3.98,"(3.05, 5.18)","4.92e-24",258
"ACETAMINOPHEN, DEXAMETHASONE, FUROSEMIDE","DEXAMETHASONE, FUROSEMIDE",3.98,"(3.26, 4.85)","2.31e-46",487
"MORPHINE, ONDANSETRON, DEXAMETHASONE","ONDANSETRON, DEXAMETHASONE",3.98,"(3.24, 4.87)","1.69e-36",494
"ONDANSETRON, ACETAMINOPHEN, ZOLPIDEM","ONDANSETRON, ZOLPIDEM",3.97,"(2.92, 5.47)","3.06e-23",303
"OMEPRAZOLE, PANTOPRAZOLE, ACETAMINOPHEN","OMEPRAZOLE, ACETAMINOPHEN",3.97,"(3.44, 4.57)","5.33e-69",1615
"SALMETEROL, SERTRALINE, FLUTICASONE PROPIONATE","SALMETEROL, SERTRALINE",3.97,"(1.49, 14.95)","1.77e-03",133
"POTASSIUM, PREDNISONE, CLAVULANATE","POTASSIUM, CLAVULANATE",3.97,"(3.24, 4.84)","1.44e-35",581
"ACETAMINOPHEN, ZOLEDRONATE, LISINOPRIL","ACETAMINOPHEN, LISINOPRIL",3.96,"(3.36, 4.66)","9.20e-54",1120
"MORPHINE, OXYCODONE, GABAPENTIN","MORPHINE, GABAPENTIN",3.96,"(3.31, 4.75)","8.52e-54",606
"DIGOXIN, FUROSEMIDE, HYDROCODONE","DIGOXIN, FUROSEMIDE",3.96,"(3.31, 4.73)","6.17e-44",762
"OXYCODONE, DEXAMETHASONE, LENALIDOMIDE","OXYCODONE, LENALIDOMIDE",3.95,"(2.64, 6.07)","2.23e-14",192
"METOCLOPRAMIDE, ACETAMINOPHEN, HYDROCODONE","METOCLOPRAMIDE, HYDROCODONE",3.95,"(2.32, 7.22)","1.64e-09",392
"ACETAMINOPHEN, DEXAMETHASONE, DIPHENHYDRAMINE","DEXAMETHASONE, DIPHENHYDRAMINE",3.95,"(2.89, 5.44)","3.90e-20",196
"PANTOPRAZOLE, PREDNISONE, HYDROCODONE","PANTOPRAZOLE, PREDNISONE",3.95,"(3.23, 4.81)","9.83e-39",517
"GADODIAMIDE, GADOPENTETATE DIMEGLUMINE, GADOVERSETAMIDE","GADODIAMIDE, GADOVERSETAMIDE",3.94,"(1.92, 9.4)","1.37e-05",376
"OXYCODONE, FUROSEMIDE, HYDROCODONE","OXYCODONE, FUROSEMIDE",3.94,"(3.4, 4.56)","1.14e-72",939
"ESOMEPRAZOLE, FUROSEMIDE, GABAPENTIN","ESOMEPRAZOLE, FUROSEMIDE",3.94,"(3.28, 4.72)","6.56e-45",672
"ACETAMINOPHEN, FLUCONAZOLE, LEVOFLOXACIN","ACETAMINOPHEN, FLUCONAZOLE",3.94,"(3.24, 4.78)","5.65e-43",520
"ACETAMINOPHEN, FLUCONAZOLE, FUROSEMIDE","FLUCONAZOLE, FUROSEMIDE",3.92,"(3.03, 5.12)","1.99e-28",314
"ACETAMINOPHEN, ZOLPIDEM, LEVOFLOXACIN","ACETAMINOPHEN, ZOLPIDEM",3.92,"(3.4, 4.53)","2.53e-69",1260
"GADODIAMIDE, GADOTERIDOL, GADOVERSETAMIDE","GADODIAMIDE, GADOTERIDOL",3.92,"(1.71, 11.04)","2.01e-04",340
"PIPERACILLIN, TAZOBACTAM, ACETAMINOPHEN","PIPERACILLIN, TAZOBACTAM",3.91,"(2.97, 5.15)","6.43e-23",229
"OXYCODONE, ACETAMINOPHEN, DIGOXIN","OXYCODONE, DIGOXIN",3.9,"(2.45, 6.47)","3.45e-11",184
"PANTOPRAZOLE, ACETAMINOPHEN, ESOMEPRAZOLE","ACETAMINOPHEN, ESOMEPRAZOLE",3.89,"(3.31, 4.57)","1.62e-53",1074
"LORAZEPAM, OXYCODONE, DEXAMETHASONE","LORAZEPAM, DEXAMETHASONE",3.89,"(3.2, 4.74)","6.25e-45",495
"OXYCODONE, ZOLEDRONATE, DEXAMETHASONE","ZOLEDRONATE, DEXAMETHASONE",3.89,"(3.38, 4.49)","4.43e-82",979
"ACETAMINOPHEN, DEXAMETHASONE, LENALIDOMIDE","ACETAMINOPHEN, LENALIDOMIDE",3.89,"(2.69, 5.75)","4.51e-16",204
"MORPHINE, ACETAMINOPHEN, FENTANYL","MORPHINE, FENTANYL",3.88,"(3.22, 4.69)","7.36e-51",558
"MORPHINE, OXYCODONE, DEXAMETHASONE","MORPHINE, OXYCODONE",3.88,"(3.28, 4.59)","2.51e-53",723
"OXYCODONE, ACETYLSALICYLIC ACID, DEXAMETHASONE","ACETYLSALICYLIC ACID, DEXAMETHASONE",3.88,"(3.19, 4.71)","5.05e-40",494
"MORPHINE, PROCHLORPERAZINE, ACETAMINOPHEN","MORPHINE, PROCHLORPERAZINE",3.86,"(2.83, 5.34)","9.27e-21",250
"PANTOPRAZOLE, ACETAMINOPHEN, LEVOFLOXACIN","PANTOPRAZOLE, LEVOFLOXACIN",3.86,"(2.93, 5.13)","1.64e-25",307
"OMEPRAZOLE, OXYCODONE, HYDROCODONE","OMEPRAZOLE, OXYCODONE",3.86,"(3.29, 4.52)","3.16e-60",787
"SALBUTAMOL, ACETAMINOPHEN, CITALOPRAM","SALBUTAMOL, CITALOPRAM",3.86,"(2.85, 5.24)","9.56e-21",216
"OXYCODONE, ACETAMINOPHEN, ENOXAPARIN","ACETAMINOPHEN, ENOXAPARIN",3.86,"(3.16, 4.7)","3.93e-41",462
"SIMVASTATIN, ACETAMINOPHEN, CODEINE","ACETAMINOPHEN, CODEINE",3.85,"(3.23, 4.56)","6.08e-47",738
"OXYCODONE, ESOMEPRAZOLE, FUROSEMIDE","ESOMEPRAZOLE, FUROSEMIDE",3.84,"(3.21, 4.59)","1.23e-44",672
"OMEPRAZOLE, PAMIDRONATE, ZOLEDRONATE","OMEPRAZOLE, PAMIDRONATE",3.84,"(2.8, 5.33)","2.86e-21",443
"SULFAMETHOXAZOLE, ACETAMINOPHEN, HYDROCODONE","SULFAMETHOXAZOLE, ACETAMINOPHEN",3.84,"(3.07, 4.81)","2.40e-35",389
"SALMETEROL, FLUTICASONE PROPIONATE, LANSOPRAZOLE","SALMETEROL, LANSOPRAZOLE",3.84,"(2, 8.24)","1.86e-06",146
"MORPHINE, ACETAMINOPHEN, GABAPENTIN","MORPHINE, ACETAMINOPHEN",3.84,"(3.32, 4.42)","3.01e-70",958
"OXYCODONE, DEXAMETHASONE, LENALIDOMIDE","DEXAMETHASONE, LENALIDOMIDE",3.83,"(3.12, 4.68)","8.73e-35",520
"ACETAMINOPHEN, VENLAFAXINE, ZOLPIDEM","VENLAFAXINE, ZOLPIDEM",3.83,"(3.02, 4.86)","4.75e-31",347
"PAMIDRONATE, ZOLEDRONATE, FUROSEMIDE","PAMIDRONATE, ZOLEDRONATE",3.82,"(3.31, 4.39)","6.21e-74",1200
"METOCLOPRAMIDE, ONDANSETRON, ACETAMINOPHEN","METOCLOPRAMIDE, ONDANSETRON",3.82,"(2.89, 5.07)","5.16e-25",282
"OXYCODONE, HYDROCODONE, IBUPROFEN","OXYCODONE, IBUPROFEN",3.82,"(3.16, 4.6)","8.96e-46",556
"OMEPRAZOLE, OXYCODONE, FENTANYL","OMEPRAZOLE, FENTANYL",3.81,"(3.11, 4.68)","5.81e-39",443
"OXYCODONE, ACETAMINOPHEN, CIPROFLOXACIN","ACETAMINOPHEN, CIPROFLOXACIN",3.81,"(3.22, 4.51)","1.20e-56",671
"PACLITAXEL, CYCLOPHOSPHAMIDE, DOXORUBICIN","CYCLOPHOSPHAMIDE, DOXORUBICIN",3.79,"(2.99, 4.78)","1.01e-24",437
"LORAZEPAM, OXYCODONE, FUROSEMIDE","LORAZEPAM, FUROSEMIDE",3.79,"(3.16, 4.55)","8.45e-46",560
"ACETAMINOPHEN, DEXAMETHASONE, GABAPENTIN","DEXAMETHASONE, GABAPENTIN",3.79,"(3.05, 4.72)","1.58e-38",501
"SULFAMETHOXAZOLE, TRIMETHOPRIM, DEXAMETHASONE","TRIMETHOPRIM, DEXAMETHASONE",3.79,"(2.32, 6.56)","3.84e-10",228
"ZOLEDRONATE, DEXAMETHASONE, LEVOFLOXACIN","ZOLEDRONATE, DEXAMETHASONE",3.79,"(3.23, 4.43)","1.55e-58",979
"OXYCODONE, ZOLPIDEM, DEXAMETHASONE","ZOLPIDEM, DEXAMETHASONE",3.79,"(3.02, 4.75)","3.66e-34",412
"ACETAMINOPHEN, CITALOPRAM, GABAPENTIN","ACETAMINOPHEN, CITALOPRAM",3.78,"(3.18, 4.49)","4.01e-48",709
"AMOXICILLIN, ACETAMINOPHEN, DEXAMETHASONE","AMOXICILLIN, ACETAMINOPHEN",3.78,"(3.16, 4.51)","4.60e-45",726
"PANTOPRAZOLE, FUROSEMIDE, HYDROCODONE","PANTOPRAZOLE, FUROSEMIDE",3.78,"(3.22, 4.44)","5.10e-54",811
"ZOLPIDEM, ALPRAZOLAM, GABAPENTIN","ZOLPIDEM, ALPRAZOLAM",3.78,"(3.12, 4.57)","8.37e-40",576
"OXYCODONE, FUROSEMIDE, GABAPENTIN","FUROSEMIDE, GABAPENTIN",3.78,"(3.27, 4.37)","2.72e-71",917
"MORPHINE, ACETAMINOPHEN, ALPRAZOLAM","MORPHINE, ALPRAZOLAM",3.78,"(2.9, 4.96)","1.60e-26",320
"ACETAMINOPHEN, TRIMETHOPRIM, HYDROCODONE","TRIMETHOPRIM, HYDROCODONE",3.78,"(1.84, 9.01)","3.04e-05",251
"ACETAMINOPHEN, DIAZEPAM, GABAPENTIN","ACETAMINOPHEN, DIAZEPAM",3.78,"(3.24, 4.4)","1.63e-60",871
"OXYCODONE, PANTOPRAZOLE, GABAPENTIN","OXYCODONE, PANTOPRAZOLE",3.78,"(3.14, 4.54)","2.19e-44",576
"METOCLOPRAMIDE, RANITIDINE, ACETAMINOPHEN","METOCLOPRAMIDE, RANITIDINE",3.78,"(2.65, 5.44)","1.65e-15",167
"ACETAMINOPHEN, WARFARIN, ENOXAPARIN","ACETAMINOPHEN, ENOXAPARIN",3.77,"(3.09, 4.6)","4.11e-38",462
"PROCHLORPERAZINE, ACETAMINOPHEN, DEXAMETHASONE","PROCHLORPERAZINE, DEXAMETHASONE",3.77,"(2.98, 4.81)","8.47e-33",401
"SPIRONOLACTONE, FUROSEMIDE, HYDROCODONE","SPIRONOLACTONE, FUROSEMIDE",3.77,"(3.08, 4.6)","5.94e-32",776
"SIMVASTATIN, ACETYLSALICYLIC ACID, AMIODARONE","ACETYLSALICYLIC ACID, AMIODARONE",3.76,"(3.09, 4.57)","2.07e-40",472
"METRONIDAZOLE, ACETAMINOPHEN, HYDROCODONE","METRONIDAZOLE, HYDROCODONE",3.76,"(1.95, 8.1)","4.47e-06",301
"POTASSIUM, FUROSEMIDE, GABAPENTIN","POTASSIUM, FUROSEMIDE",3.75,"(3.11, 4.51)","3.50e-39",664
"OMEPRAZOLE, ACETAMINOPHEN, ENOXAPARIN","OMEPRAZOLE, ENOXAPARIN",3.75,"(2.74, 5.18)","6.76e-19",210
"OMEPRAZOLE, PANTOPRAZOLE, ACETAMINOPHEN","PANTOPRAZOLE, ACETAMINOPHEN",3.74,"(3.22, 4.34)","5.31e-60",1077
"METOCLOPRAMIDE, ACETAMINOPHEN, FENTANYL","METOCLOPRAMIDE, FENTANYL",3.74,"(2.82, 4.99)","3.13e-23",273
"ZOLPIDEM, FUROSEMIDE, GABAPENTIN","ZOLPIDEM, FUROSEMIDE",3.74,"(3.12, 4.46)","6.75e-45",656
"ACETAMINOPHEN, CARVEDILOL, DIGOXIN","ACETAMINOPHEN, DIGOXIN",3.74,"(3.04, 4.58)","3.11e-35",451
"METOCLOPRAMIDE, OXYCODONE, ACETAMINOPHEN","METOCLOPRAMIDE, OXYCODONE",3.74,"(2.85, 4.94)","7.40e-27",382
"OXYCODONE, ZOLPIDEM, HYDROCODONE","ZOLPIDEM, HYDROCODONE",3.73,"(3.19, 4.35)","2.27e-62",793
