"Drug_name","OR","95.CI","Pvalue","ac"
"PROCHLORPERAZINE, ALPRAZOLAM",5.55,"(4.8, 6.39)","1.36e-86",136860
"SIMVASTATIN, SULFAMETHOXAZOLE",5.55,"(4.7, 6.53)","7.15e-66",136860
"PAMIDRONATE, LENALIDOMIDE",5.55,"(4.73, 6.48)","1.24e-71",136860
"SEVELAMER, CINACALCET",5.54,"(4.7, 6.5)","2.57e-68",136860
"ZOLEDRONATE, CALCIUM CARBONATE",5.53,"(4.82, 6.33)","9.80e-96",136860
"FLUCONAZOLE, IBUPROFEN",5.52,"(4.65, 6.52)","2.62e-62",136860
"ACETAMINOPHEN, TRIAMCINOLONE",5.52,"(4.93, 6.16)","1.50e-140",136860
"DARBEPOETIN ALFA, LISINOPRIL",5.52,"(4.64, 6.53)","3.51e-61",136860
"TRIMETHOPRIM, ALPRAZOLAM",5.51,"(4.66, 6.49)","9.42e-65",136860
"OXYCODONE, TIZANIDINE",5.5,"(4.76, 6.34)","3.15e-85",136860
"POTASSIUM CHLORIDE, AZITHROMYCIN",5.5,"(4.65, 6.47)","1.25e-64",136860
"FENTANYL, IRON",5.5,"(4.73, 6.37)","4.94e-79",136860
"OXYCODONE, CALCIUM",5.5,"(4.88, 6.17)","9.95e-126",136860
"LORAZEPAM, CYCLOBENZAPRINE",5.49,"(4.81, 6.25)","1.43e-101",136860
"CITALOPRAM, DEXAMETHASONE",5.49,"(4.69, 6.4)","3.77e-73",136860
"CETIRIZINE, HYDROCODONE",5.48,"(4.8, 6.24)","1.89e-101",136860
"CLAVULANATE, HYDROCODONE",5.48,"(4.62, 6.46)","2.54e-63",136860
"METHYLPREDNISOLONE, HYDROCODONE",5.47,"(4.63, 6.44)","1.06e-64",136860
"PREDNISONE, CEPHALEXIN",5.46,"(4.71, 6.31)","3.55e-82",136860
"SIMVASTATIN, EPOETIN ALFA",5.45,"(4.72, 6.27)","7.05e-86",136860
"WARFARIN, CEPHALEXIN",5.45,"(4.65, 6.35)","1.15e-72",136860
"NAPROXEN, DIAZEPAM",5.44,"(4.58, 6.43)","3.34e-61",136860
"SERTRALINE, DEXAMETHASONE",5.44,"(4.68, 6.3)","2.64e-78",136860
"DOXORUBICIN, FENTANYL",5.44,"(4.65, 6.33)","1.52e-72",136860
"ACYCLOVIR, GABAPENTIN",5.43,"(4.69, 6.25)","8.02e-84",136860
"SIMVASTATIN, CIPROFLOXACIN",5.43,"(4.76, 6.16)","2.32e-103",136860
"PRAVASTATIN, FENOFIBRATE",5.42,"(4.55, 6.43)","1.63e-58",136860
"PREDNISOLONE, GABAPENTIN",5.42,"(4.64, 6.3)","9.61e-74",136860
"VENLAFAXINE, CYCLOBENZAPRINE",5.42,"(4.63, 6.31)","2.65e-72",136860
"ATORVASTATIN, EZETIMIBE",5.41,"(5.02, 5.82)","1.18e-308",136860
"ALPRAZOLAM, HYDROMORPHONE",5.4,"(4.61, 6.29)","2.25e-71",136860
"ALENDRONATE, FENTANYL",5.4,"(4.65, 6.23)","3.30e-80",136860
"SENNA, HYDROCODONE",5.39,"(4.6, 6.29)","7.12e-70",136860
"RALOXIFENE, CALCIUM",5.38,"(4.54, 6.35)","4.83e-62",136860
"TEMAZEPAM, ZOLPIDEM",5.38,"(4.67, 6.18)","9.84e-87",136860
"CITALOPRAM, CYCLOBENZAPRINE",5.37,"(4.55, 6.31)","2.27e-64",136860
"AMOXICILLIN, FENTANYL",5.36,"(4.62, 6.19)","4.16e-80",136860
"ATENOLOL, TERIPARATIDE",5.35,"(4.51, 6.31)","5.38e-61",136860
"PROPOXYPHENE, ZOLPIDEM",5.35,"(4.56, 6.24)","8.97e-70",136860
"ACETAMINOPHEN, DOXYCYCLINE",5.35,"(4.71, 6.05)","1.25e-107",136860
"GABAPENTIN, IRON",5.34,"(4.74, 6)","4.17e-120",136860
"AMOXICILLIN, ROFECOXIB",5.33,"(4.53, 6.26)","2.14e-65",136860
"ENOXAPARIN, GABAPENTIN",5.33,"(4.58, 6.18)","7.22e-76",136860
"METOPROLOL, AZITHROMYCIN",5.33,"(4.56, 6.2)","5.54e-72",136860
"POTASSIUM CHLORIDE, HYDROMORPHONE",5.33,"(4.5, 6.28)","7.97e-62",136860
"FEXOFENADINE, HYDROCODONE",5.32,"(4.69, 6.02)","6.53e-109",136860
"VITAMIN D, CELECOXIB",5.32,"(4.66, 6.05)","5.20e-98",136860
"NAPROXEN, CYCLOBENZAPRINE",5.31,"(4.63, 6.07)","4.67e-92",136860
"CYCLOBENZAPRINE, AMITRIPTYLINE",5.31,"(4.57, 6.15)","2.18e-77",136860
"MEGESTROL, HYDROCODONE",5.31,"(4.5, 6.23)","8.74e-65",136860
"OXYCODONE, CYCLOBENZAPRINE",5.3,"(4.83, 5.82)","3.44e-187",136860
"PARICALCITOL, EPOETIN ALFA",5.3,"(4.46, 6.27)","1.85e-59",136860
"WARFARIN, DARBEPOETIN ALFA",5.3,"(4.56, 6.14)","1.60e-76",136860
"ACETYLSALICYLIC ACID, CEPHALEXIN",5.3,"(4.64, 6.03)","4.93e-98",136860
"OXYCODONE, BACLOFEN",5.29,"(4.58, 6.1)","5.52e-82",136860
"PROCHLORPERAZINE, FLUCONAZOLE",5.29,"(4.46, 6.25)","1.02e-59",136860
"HYDROCODONE, HYDROMORPHONE",5.28,"(4.65, 5.99)","3.92e-105",136860
"ZOLPIDEM, CIPROFLOXACIN",5.28,"(4.61, 6.04)","1.37e-91",136860
"POTASSIUM CHLORIDE, PROPOXYPHENE",5.28,"(4.42, 6.27)","9.01e-56",136860
"DEXAMETHASONE, FLUTICASONE PROPIONATE",5.28,"(4.56, 6.09)","4.69e-80",136860
"ONDANSETRON, POTASSIUM",5.27,"(4.5, 6.14)","7.67e-70",136860
"ESOMEPRAZOLE, HYDROMORPHONE",5.25,"(4.44, 6.18)","2.21e-61",136860
"GUAIFENESIN, HYDROCODONE",5.25,"(4.47, 6.13)","1.54e-67",136860
"MOXIFLOXACIN, ACETAMINOPHEN",5.24,"(4.59, 5.97)","1.80e-96",136860
"VITAMIN D, CONJUGATED ESTROGENS",5.23,"(4.48, 6.09)","7.00e-72",136860
"PROMETHAZINE, AMITRIPTYLINE",5.22,"(4.37, 6.2)","1.45e-55",136860
"VENLAFAXINE, FENTANYL",5.22,"(4.59, 5.93)","3.30e-100",136860
"OMEPRAZOLE, HYDROMORPHONE",5.21,"(4.52, 5.99)","1.38e-83",136860
"POTASSIUM, HYDROCODONE",5.2,"(4.66, 5.79)","2.36e-136",136860
"MELPHALAN, PAMIDRONATE",5.2,"(4.39, 6.12)","8.34e-61",136860
"WARFARIN, IBUPROFEN",5.19,"(4.53, 5.94)","8.02e-89",136860
"POTASSIUM, GABAPENTIN",5.19,"(4.62, 5.82)","1.76e-120",136860
"OXYCODONE, PAROXETINE",5.19,"(4.64, 5.79)","2.02e-133",136860
"RANITIDINE, FEXOFENADINE",5.18,"(4.36, 6.12)","3.03e-58",136860
"OXYCODONE, VENLAFAXINE",5.18,"(4.68, 5.72)","1.18e-159",136860
"NITROGLYCERIN, ZOLPIDEM",5.18,"(4.46, 5.98)","1.33e-76",136860
"SIMVASTATIN, AMIODARONE",5.17,"(4.66, 5.73)","1.99e-151",136860
"ATORVASTATIN, CYCLOBENZAPRINE",5.17,"(4.47, 5.95)","6.99e-80",136860
"ESOMEPRAZOLE, LEVOFLOXACIN",5.16,"(4.53, 5.87)","3.68e-96",136860
"HYDROCODONE, AMITRIPTYLINE",5.16,"(4.69, 5.67)","3.49e-178",136860
"RABEPRAZOLE, HYDROCODONE",5.16,"(4.33, 6.11)","1.25e-55",136860
"POTASSIUM, LEVOFLOXACIN",5.15,"(4.49, 5.89)","8.01e-88",136860
"CALCIUM, FEXOFENADINE",5.14,"(4.31, 6.09)","8.93e-56",136860
"ATORVASTATIN, LEVOFLOXACIN",5.13,"(4.52, 5.81)","4.59e-102",136860
"MORPHINE, VENLAFAXINE",5.13,"(4.44, 5.91)","1.95e-80",136860
"SULFAMETHOXAZOLE, HYDROCODONE",5.13,"(4.47, 5.87)","3.62e-87",136860
"CIPROFLOXACIN, IRON",5.13,"(4.29, 6.1)","2.49e-53",136860
"ZOLPIDEM, DOCUSATE",5.12,"(4.28, 6.09)","2.84e-53",136860
"ACETAMINOPHEN, AZITHROMYCIN",5.12,"(4.69, 5.59)","3.73e-206",136860
"PREDNISONE, ZOLEDRONATE",5.12,"(4.68, 5.59)","1.99e-200",136860
"TIZANIDINE, ZOLPIDEM",5.12,"(4.3, 6.06)","1.30e-56",136860
"ACETAMINOPHEN, CLINDAMYCIN",5.12,"(4.57, 5.73)","2.32e-124",136860
"DEXAMETHASONE, LEVOFLOXACIN",5.11,"(4.58, 5.7)","1.07e-135",136860
"CALCIUM ACETATE, EPOETIN ALFA",5.11,"(4.38, 5.94)","5.69e-70",136860
"ATORVASTATIN, GEMFIBROZIL",5.11,"(4.36, 5.95)","1.39e-67",136860
"ATENOLOL, CYCLOBENZAPRINE",5.1,"(4.29, 6.03)","2.17e-56",136860
"TEMAZEPAM, GABAPENTIN",5.09,"(4.47, 5.78)","6.19e-97",136860
"CELECOXIB, HYDROCODONE",5.09,"(4.64, 5.57)","1.34e-188",136860
"OXYCODONE, FLUCONAZOLE",5.08,"(4.49, 5.74)","7.91e-106",136860
"PROCHLORPERAZINE, DOCETAXEL",5.08,"(4.33, 5.93)","3.11e-65",136860
"ONDANSETRON, EPOETIN ALFA",5.08,"(4.27, 6.01)","7.54e-56",136860
"PAMIDRONATE, ZOLEDRONATE",5.07,"(4.77, 5.4)","0.00e+00",136860
"CELECOXIB, FLUOXETINE",5.07,"(4.3, 5.95)","7.72e-62",136860
"DIAZEPAM, GABAPENTIN",5.07,"(4.61, 5.58)","2.41e-170",136860
"ROFECOXIB, CYCLOBENZAPRINE",5.07,"(4.34, 5.89)","3.76e-69",136860
"NYSTATIN, POTASSIUM CHLORIDE",5.07,"(4.29, 5.96)","9.08e-60",136860
"CAPECITABINE, FENTANYL",5.06,"(4.27, 5.98)","4.61e-57",136860
"METRONIDAZOLE, WARFARIN",5.06,"(4.31, 5.91)","2.54e-64",136860
"ATORVASTATIN, EPOETIN ALFA",5.06,"(4.38, 5.81)","1.22e-80",136860
"ESOMEPRAZOLE, FAMOTIDINE",5.05,"(4.3, 5.91)","5.99e-64",136860
"TRAZODONE, AMITRIPTYLINE",5.04,"(4.26, 5.94)","3.63e-58",136860
"OXYCODONE, GLIPIZIDE",5.04,"(4.25, 5.95)","1.78e-57",136860
"LORAZEPAM, AMOXICILLIN",5.04,"(4.4, 5.75)","2.26e-89",136860
"TRAMADOL, LEVOFLOXACIN",5.04,"(4.27, 5.92)","1.92e-60",136860
"ZOLEDRONATE, LETROZOLE",5.04,"(4.5, 5.62)","1.90e-127",136860
"DEXAMETHASONE, HYDROCODONE",5.03,"(4.6, 5.51)","5.39e-189",136860
"OMEPRAZOLE, LEVOFLOXACIN",5.03,"(4.53, 5.58)","3.13e-144",136860
"OXYCODONE, CETIRIZINE",5.03,"(4.29, 5.87)","5.27e-66",136860
"NYSTATIN, DEXAMETHASONE",5.03,"(4.26, 5.9)","5.05e-61",136860
"CELECOXIB, FENTANYL",5.02,"(4.39, 5.73)","8.86e-89",136860
"METOPROLOL, SEVELAMER",5.02,"(4.31, 5.83)","1.47e-70",136860
"OXYCODONE, FLUOXETINE",5.02,"(4.48, 5.61)","8.71e-125",136860
"AMOXICILLIN, IRON",5.02,"(4.22, 5.94)","1.30e-55",136860
"NITROGLYCERIN, HYDROCODONE",5.02,"(4.42, 5.68)","5.98e-100",136860
"METOCLOPRAMIDE, POTASSIUM",5.01,"(4.29, 5.83)","4.08e-68",136860
"OXYCODONE, TRAMADOL",5.01,"(4.52, 5.54)","1.84e-151",136860
"AMOXICILLIN, METOCLOPRAMIDE",5.01,"(4.3, 5.81)","2.45e-70",136860
"DIAZEPAM, IBUPROFEN",5,"(4.4, 5.67)","1.14e-98",136860
"VITAMIN D, INTERFERON BETA-1A",4.99,"(4.19, 5.92)","1.07e-53",136860
"PANTOPRAZOLE, CLAVULANATE",4.99,"(4.19, 5.92)","5.17e-54",136860
"OXYCODONE, CELECOXIB",4.99,"(4.51, 5.5)","3.76e-155",136860
"MORPHINE, BUPROPION",4.99,"(4.16, 5.94)","2.62e-51",136860
"PRAVASTATIN, EZETIMIBE",4.99,"(4.3, 5.75)","1.13e-74",136860
"METRONIDAZOLE, ESOMEPRAZOLE",4.98,"(4.26, 5.8)","2.08e-66",136860
"CALCIUM, ALPRAZOLAM",4.98,"(4.34, 5.7)","1.81e-84",136860
"PANTOPRAZOLE, ESOMEPRAZOLE",4.98,"(4.45, 5.56)","9.37e-125",136860
"ROFECOXIB, DIAZEPAM",4.98,"(4.15, 5.93)","7.01e-51",136860
"ROFECOXIB, ZOLPIDEM",4.97,"(4.34, 5.68)","2.60e-85",136860
"CIPROFLOXACIN, IBUPROFEN",4.97,"(4.29, 5.74)","3.88e-74",136860
"LORAZEPAM, ROSUVASTATIN",4.97,"(4.21, 5.84)","2.33e-59",136860
"ANASTROZOLE, PAMIDRONATE",4.97,"(4.15, 5.92)","3.82e-51",136860
"CELECOXIB, AMITRIPTYLINE",4.97,"(4.3, 5.72)","2.29e-77",136860
"MORPHINE, PAROXETINE",4.96,"(4.19, 5.84)","5.58e-58",136860
"OXYCODONE, SULFAMETHOXAZOLE",4.96,"(4.35, 5.64)","1.15e-92",136860
"ESTRADIOL, HYDROCODONE",4.96,"(4.21, 5.82)","2.94e-60",136860
"SENNA, GABAPENTIN",4.96,"(4.16, 5.88)","1.10e-53",136860
"FENTANYL, FLUCONAZOLE",4.96,"(4.29, 5.71)","1.42e-77",136860
"LORATADINE, OXYCODONE",4.95,"(4.23, 5.78)","4.47e-65",136860
"MORPHINE, CELECOXIB",4.95,"(4.25, 5.75)","1.27e-68",136860
"OXYCODONE, IRON",4.95,"(4.41, 5.54)","3.92e-120",136860
"DIAZEPAM, ALPRAZOLAM",4.94,"(4.42, 5.52)","5.99e-125",136860
"OXYCODONE, ACYCLOVIR",4.94,"(4.31, 5.63)","5.42e-87",136860
"METOPROLOL, CALCIUM ACETATE",4.93,"(4.18, 5.79)","1.29e-59",136860
"IBUPROFEN, AMITRIPTYLINE",4.93,"(4.33, 5.59)","4.96e-94",136860
"PREDNISONE, EPOETIN ALFA",4.92,"(4.4, 5.49)","5.50e-124",136860
"CELECOXIB, CITALOPRAM",4.92,"(4.15, 5.8)","1.74e-56",136860
"ROFECOXIB, GABAPENTIN",4.91,"(4.37, 5.52)","6.44e-112",136860
"OXYCODONE, LIDOCAINE",4.91,"(4.31, 5.58)","1.94e-92",136860
"TERIPARATIDE, ESOMEPRAZOLE",4.91,"(4.27, 5.62)","4.60e-82",136860
"LORAZEPAM, ROFECOXIB",4.91,"(4.17, 5.75)","1.28e-60",136860
"VITAMIN D, AMITRIPTYLINE",4.9,"(4.16, 5.75)","1.30e-59",136860
"OXYCODONE, VALACICLOVIR",4.9,"(4.13, 5.8)","9.76e-55",136860
"ZOLEDRONATE, LEUPROLIDE",4.9,"(4.24, 5.65)","9.21e-76",136860
"SALBUTAMOL, CEPHALEXIN",4.9,"(4.17, 5.73)","1.80e-62",136860
"MORPHINE, IRON",4.9,"(4.18, 5.7)","5.18e-65",136860
"ZOLPIDEM, CYCLOBENZAPRINE",4.89,"(4.34, 5.5)","3.30e-108",136860
"FLUTICASONE PROPIONATE, AMITRIPTYLINE",4.89,"(4.23, 5.63)","1.33e-75",136860
"METOCLOPRAMIDE, HYDROCODONE",4.89,"(4.38, 5.45)","1.77e-128",136860
"OMEPRAZOLE, PANTOPRAZOLE",4.89,"(4.41, 5.41)","8.56e-147",136860
"RISEDRONATE, ALENDRONATE",4.89,"(4.37, 5.45)","7.83e-126",136860
"CELECOXIB, GABAPENTIN",4.88,"(4.43, 5.37)","1.01e-161",136860
"OXYCODONE, ROSUVASTATIN",4.88,"(4.14, 5.74)","2.17e-58",136860
"RANITIDINE, ROSUVASTATIN",4.88,"(4.07, 5.82)","5.18e-49",136860
"METOPROLOL, HYDROMORPHONE",4.88,"(4.18, 5.66)","5.62e-68",136860
"CARISOPRODOL, DIAZEPAM",4.88,"(4.17, 5.68)","1.99e-64",136860
"DOCUSATE, HYDROCODONE",4.87,"(4.19, 5.63)","4.78e-71",136860
"CYCLOBENZAPRINE, FUROSEMIDE",4.86,"(4.31, 5.47)","2.63e-107",136860
"MELPHALAN, ACETAMINOPHEN",4.86,"(4.06, 5.8)","3.60e-49",136860
"MOXIFLOXACIN, PREDNISONE",4.86,"(4.18, 5.63)","4.35e-69",136860
"NITROGLYCERIN, GABAPENTIN",4.86,"(4.25, 5.54)","1.03e-85",136860
"ROSUVASTATIN, HYDROCODONE",4.86,"(4.23, 5.57)","6.79e-81",136860
"ACETYLSALICYLIC ACID, CLINDAMYCIN",4.86,"(4.09, 5.74)","1.41e-54",136860
"ZOLEDRONATE, DEXAMETHASONE",4.86,"(4.53, 5.2)","5.96e-315",136860
"SIMVASTATIN, BUMETANIDE",4.85,"(4.09, 5.73)","7.68e-55",136860
"TRIMETHOPRIM, HYDROCODONE",4.85,"(4.23, 5.55)","2.24e-82",136860
"PREDNISONE, CYCLOBENZAPRINE",4.85,"(4.26, 5.5)","1.52e-93",136860
"AZITHROMYCIN, AMLODIPINE",4.84,"(4.03, 5.77)","2.86e-48",136860
"FAMOTIDINE, GABAPENTIN",4.83,"(4.18, 5.57)","4.04e-74",136860
"ONDANSETRON, GABAPENTIN",4.83,"(4.27, 5.46)","1.38e-100",136860
"POTASSIUM, ZOLPIDEM",4.83,"(4.21, 5.53)","8.63e-81",136860
"NAPROXEN, ALENDRONATE",4.83,"(4.11, 5.63)","3.32e-62",136860
"CALCIUM, IBUPROFEN",4.82,"(4.22, 5.5)","9.09e-86",136860
"ACETAMINOPHEN, BUSPIRONE",4.82,"(4.13, 5.61)","5.16e-65",136860
"CELECOXIB, FAMOTIDINE",4.82,"(4.01, 5.75)","4.11e-48",136860
"NAPROXEN, PREGABALIN",4.82,"(4.09, 5.64)","7.08e-60",136860
"BACLOFEN, HYDROCODONE",4.81,"(4.17, 5.52)","1.30e-76",136860
"METOPROLOL, PROPOXYPHENE",4.81,"(4.03, 5.7)","1.66e-51",136860
"METOCLOPRAMIDE, LEVOFLOXACIN",4.81,"(4.16, 5.53)","1.18e-74",136860
"ZOLEDRONATE, AMLODIPINE",4.8,"(4.23, 5.44)","2.70e-94",136860
"CELECOXIB, CETIRIZINE",4.8,"(4.02, 5.7)","9.13e-51",136860
"PROPOXYPHENE, SALBUTAMOL",4.8,"(4.01, 5.71)","3.55e-49",136860
"MELOXICAM, HYDROCHLOROTHIAZIDE",4.8,"(4.1, 5.58)","2.21e-64",136860
"METRONIDAZOLE, LANSOPRAZOLE",4.79,"(4.03, 5.66)","3.32e-53",136860
"MORPHINE, VITAMIN D",4.79,"(4.01, 5.68)","1.16e-50",136860
"QUINAPRIL, ACETAMINOPHEN",4.79,"(4.07, 5.6)","1.64e-59",136860
"ALENDRONATE, HYDROCODONE",4.78,"(4.24, 5.38)","6.78e-106",136860
"PROMETHAZINE, GABAPENTIN",4.78,"(4.21, 5.42)","1.31e-92",136860
"DOCUSATE, GABAPENTIN",4.78,"(4.05, 5.61)","1.49e-57",136860
"ACETAMINOPHEN, CLOTRIMAZOLE",4.78,"(4.03, 5.63)","5.22e-55",136860
"METOCLOPRAMIDE, ESCITALOPRAM",4.78,"(4.01, 5.66)","3.79e-52",136860
"NAPROXEN, OXYCODONE",4.77,"(4.27, 5.32)","2.30e-122",136860
"CONJUGATED ESTROGENS, ALENDRONATE",4.77,"(4.26, 5.33)","1.49e-118",136860
"METOCLOPRAMIDE, HYDROMORPHONE",4.77,"(4.05, 5.59)","4.95e-58",136860
"TERIPARATIDE, FLUTICASONE PROPIONATE",4.77,"(4.05, 5.59)","4.95e-58",136860
"ACETAMINOPHEN, DARBEPOETIN ALFA",4.77,"(4.21, 5.38)","7.22e-100",136860
"PAROXETINE, CYCLOBENZAPRINE",4.76,"(3.96, 5.69)","5.90e-47",136860
"OMEPRAZOLE, CYCLOBENZAPRINE",4.76,"(4.23, 5.34)","1.66e-109",136860
"VITAMIN D, ESCITALOPRAM",4.76,"(4.08, 5.54)","1.50e-64",136860
"OMEPRAZOLE, CLINDAMYCIN",4.76,"(3.97, 5.68)","7.38e-48",136860
"OXYCODONE, HYDROMORPHONE",4.76,"(4.27, 5.29)","1.62e-128",136860
"ZOLPIDEM, CALCIUM",4.75,"(4.11, 5.47)","1.49e-72",136860
"ZOLEDRONATE, CYCLOPHOSPHAMIDE",4.74,"(4.14, 5.41)","5.36e-84",136860
"VITAMIN E, AMLODIPINE",4.74,"(3.98, 5.61)","2.04e-51",136860
"CIPROFLOXACIN, HYDROCHLOROTHIAZIDE",4.73,"(4.04, 5.52)","2.46e-62",136860
"METHOCARBAMOL, HYDROCODONE",4.73,"(3.95, 5.64)","1.48e-48",136860
"ZOLPIDEM, DEXAMETHASONE",4.73,"(4.25, 5.25)","1.32e-130",136860
"OXYCODONE, VITAMIN D",4.73,"(4.24, 5.26)","3.68e-126",136860
"VITAMIN D, EZETIMIBE",4.72,"(4.04, 5.5)","1.88e-63",136860
"PROMETHAZINE, AZITHROMYCIN",4.72,"(3.94, 5.63)","8.13e-48",136860
"SALBUTAMOL, TERIPARATIDE",4.72,"(4.05, 5.49)","2.35e-64",136860
"VENLAFAXINE, HYDROCODONE",4.72,"(4.26, 5.21)","1.06e-143",136860
"OXYCODONE, CYCLOPHOSPHAMIDE",4.72,"(4, 5.54)","7.86e-57",136860
"DEXAMETHASONE, DIAZEPAM",4.72,"(3.94, 5.62)","2.12e-48",136860
"CLAVULANATE, LEVOFLOXACIN",4.72,"(3.98, 5.57)","1.05e-53",136860
"PAMIDRONATE, BORTEZOMIB",4.71,"(3.96, 5.58)","1.77e-51",136860
"OXYCODONE, SERTRALINE",4.71,"(4.28, 5.18)","3.65e-157",136860
"TEMAZEPAM, HYDROCHLOROTHIAZIDE",4.71,"(3.94, 5.61)","2.38e-48",136860
"ATORVASTATIN, FEXOFENADINE",4.71,"(4.15, 5.33)","1.03e-94",136860
"POTASSIUM CHLORIDE, TERIPARATIDE",4.71,"(3.93, 5.61)","5.56e-48",136860
"ZOLEDRONATE, ALLOPURINOL",4.71,"(3.93, 5.61)","5.56e-48",136860
"AMOXICILLIN, ONDANSETRON",4.71,"(4.01, 5.5)","8.36e-60",136860
"PRAVASTATIN, CALCIUM",4.7,"(3.91, 5.62)","4.50e-46",136860
"MORPHINE, CALCIUM",4.7,"(3.91, 5.63)","9.36e-46",136860
"NYSTATIN, FLUCONAZOLE",4.7,"(3.95, 5.56)","1.21e-51",136860
"POTASSIUM, FENTANYL",4.69,"(4.03, 5.44)","1.74e-65",136860
"SERTRALINE, AZITHROMYCIN",4.69,"(3.9, 5.6)","3.08e-46",136860
"PERINDOPRIL, SIMVASTATIN",4.68,"(4.01, 5.44)","3.66e-64",136860
"MORPHINE, POTASSIUM",4.68,"(4, 5.46)","2.35e-61",136860
"ACETYLSALICYLIC ACID, DOXYCYCLINE",4.68,"(3.97, 5.49)","2.51e-57",136860
"MEGESTROL, OXYCODONE",4.68,"(3.97, 5.49)","2.26e-56",136860
"SULFAMETHOXAZOLE, GABAPENTIN",4.68,"(4, 5.45)","6.12e-62",136860
"PROMETHAZINE, LEVOFLOXACIN",4.68,"(3.99, 5.46)","5.49e-61",136860
"SALBUTAMOL, VITAMIN E",4.68,"(3.9, 5.57)","2.33e-47",136860
"METHADONE, MORPHINE",4.67,"(3.98, 5.46)","5.53e-60",136860
"HYDROCODONE, LIDOCAINE",4.67,"(4.03, 5.38)","1.98e-70",136860
"OXYCODONE, CLONIDINE",4.67,"(4.01, 5.41)","2.11e-66",136860
"POTASSIUM, VITAMIN D",4.66,"(4.07, 5.32)","2.62e-82",136860
"CALCIUM, CONJUGATED ESTROGENS",4.66,"(4.05, 5.33)","5.19e-77",136860
"CIPROFLOXACIN, DEXAMETHASONE",4.66,"(4.11, 5.26)","4.87e-96",136860
"DOXYCYCLINE, FUROSEMIDE",4.65,"(3.87, 5.56)","6.94e-46",136860
"MORPHINE, CARISOPRODOL",4.65,"(3.86, 5.56)","3.00e-45",136860
"SIMVASTATIN, EZETIMIBE",4.65,"(4.44, 4.87)","0.00e+00",136860
"OXYCODONE, TERIPARATIDE",4.65,"(3.93, 5.46)","9.48e-55",136860
"DOCETAXEL, FENTANYL",4.64,"(3.94, 5.44)","3.44e-57",136860
"NAPROXEN, ZOLPIDEM",4.64,"(4.06, 5.3)","2.02e-81",136860
"ZOLPIDEM, ESTRADIOL",4.64,"(3.85, 5.56)","7.00e-45",136860
"TERIPARATIDE, HYDROCODONE",4.64,"(3.99, 5.38)","4.75e-66",136860
"LORAZEPAM, METHYLPREDNISOLONE",4.64,"(3.87, 5.53)","2.53e-47",136860
"VITAMIN D, ZOLPIDEM",4.64,"(4.09, 5.25)","4.97e-92",136860
"TERIPARATIDE, CALCIUM",4.64,"(4.26, 5.04)","9.64e-201",136860
"POTASSIUM CHLORIDE, DIAZEPAM",4.64,"(3.96, 5.41)","3.63e-60",136860
"SEVELAMER, IRON",4.64,"(3.88, 5.51)","8.20e-49",136860
"CLARITHROMYCIN, LANSOPRAZOLE",4.64,"(3.98, 5.38)","7.94e-64",136860
"SALMETEROL, TERIPARATIDE",4.63,"(3.87, 5.52)","5.90e-47",136860
"ACETYLSALICYLIC ACID, CARISOPRODOL",4.63,"(3.92, 5.45)","6.45e-55",136860
"CELECOXIB, CYCLOBENZAPRINE",4.63,"(3.97, 5.38)","4.29e-64",136860
"CEPHALEXIN, FUROSEMIDE",4.63,"(4.01, 5.31)","8.37e-74",136860
"TRAZODONE, CELECOXIB",4.63,"(3.92, 5.44)","8.12e-55",136860
"ACETAMINOPHEN, LEUPROLIDE",4.62,"(3.91, 5.44)","3.51e-54",136860
"THALIDOMIDE, WARFARIN",4.62,"(3.98, 5.34)","1.32e-67",136860
"LORAZEPAM, EZETIMIBE",4.61,"(3.88, 5.46)","2.03e-50",136860
"TRIAMTERENE, FUROSEMIDE",4.61,"(3.87, 5.47)","3.37e-49",136860
"NORTRIPTYLINE, ACETAMINOPHEN",4.61,"(3.94, 5.37)","4.36e-61",136860
"ACETYLSALICYLIC ACID, CYCLOBENZAPRINE",4.61,"(4.13, 5.13)","1.68e-121",136860
"PANTOPRAZOLE, EPOETIN ALFA",4.6,"(4.01, 5.27)","3.66e-76",136860
"TERIPARATIDE, GABAPENTIN",4.6,"(3.87, 5.44)","1.38e-50",136860
"THALIDOMIDE, ZOLEDRONATE",4.6,"(4.1, 5.15)","4.63e-110",136860
"CLINDAMYCIN, FUROSEMIDE",4.6,"(3.93, 5.35)","1.79e-61",136860
"OXYCODONE, ESCITALOPRAM",4.6,"(4.12, 5.11)","8.64e-122",136860
"ZOLEDRONATE, GEMCITABINE",4.59,"(3.84, 5.45)","4.78e-48",136860
"EPOETIN ALFA, HEPARIN",4.59,"(3.89, 5.4)","2.03e-54",136860
"OXYCODONE, AMITRIPTYLINE",4.59,"(4.16, 5.05)","9.19e-150",136860
"METOLAZONE, ACETAMINOPHEN",4.59,"(3.84, 5.46)","9.93e-48",136860
"SEVELAMER, AMLODIPINE",4.59,"(3.92, 5.35)","3.73e-60",136860
"SULFAMETHOXAZOLE, IBUPROFEN",4.58,"(3.81, 5.47)","3.08e-45",136860
"BACLOFEN, ZOLPIDEM",4.58,"(3.82, 5.46)","3.85e-46",136860
"OXYCODONE, GABAPENTIN",4.58,"(4.3, 4.88)","0.00e+00",136860
"ENOXAPARIN, HYDROCODONE",4.58,"(3.97, 5.27)","7.70e-72",136860
