"Drug_name","OR","95.CI","Pvalue","ac"
"OXYCODONE, ACETAMINOPHEN, FLUOXETINE",7.08,"(6.22, 8.04)","3.69e-134",136860
"ACETAMINOPHEN, CEPHALEXIN, HYDROCODONE",7.07,"(6.32, 7.9)","9.57e-177",136860
"AMOXICILLIN, POTASSIUM, HYDROCODONE",7.05,"(6.01, 8.25)","7.61e-89",136860
"MORPHINE, GABAPENTIN, HYDROCODONE",7.05,"(6.03, 8.21)","5.84e-95",136860
"FENTANYL, GABAPENTIN, HYDROCODONE",7.03,"(6.11, 8.07)","5.14e-115",136860
"OXYCODONE, SALBUTAMOL, GABAPENTIN",7.03,"(6.05, 8.14)","8.23e-102",136860
"GADOBENATE DIMEGLUMINE, GADOPENTETATE DIMEGLUMINE, GADOVERSETAMIDE",7.03,"(6.22, 7.92)","1.29e-149",136860
"ACETAMINOPHEN, CIPROFLOXACIN, HYDROCODONE",7.02,"(6.3, 7.81)","4.29e-188",136860
"PREDNISONE, ACETAMINOPHEN, CYCLOBENZAPRINE",7.02,"(6.01, 8.16)","4.35e-95",136860
"PANTOPRAZOLE, FUROSEMIDE, HYDROCODONE",7.01,"(6.13, 8.01)","1.41e-123",136860
"MORPHINE, OXYCODONE, FENTANYL",7.01,"(6.19, 7.92)","4.43e-144",136860
"GADOBENATE DIMEGLUMINE, GADODIAMIDE, GADOPENTETATE DIMEGLUMINE",7,"(6.2, 7.88)","2.23e-151",136860
"METAXALONE, ACETAMINOPHEN, HYDROCODONE",7,"(5.98, 8.16)","3.07e-92",136860
"OMEPRAZOLE, ACETAMINOPHEN, CYCLOBENZAPRINE",6.99,"(6.07, 8.02)","4.34e-114",136860
"MORPHINE, OXYCODONE, FUROSEMIDE",6.97,"(6.09, 7.97)","2.61e-121",136860
"OXYCODONE, ESOMEPRAZOLE, GABAPENTIN",6.96,"(5.94, 8.12)","1.41e-90",136860
"OXYCODONE, ROFECOXIB, ACETAMINOPHEN",6.95,"(6.08, 7.94)","3.12e-123",136860
"ESOMEPRAZOLE, FUROSEMIDE, GABAPENTIN",6.95,"(5.95, 8.09)","5.27e-94",136860
"AMOXICILLIN, PREDNISONE, ACETAMINOPHEN",6.93,"(5.98, 8)","9.31e-104",136860
"OMEPRAZOLE, ACETAMINOPHEN, DIAZEPAM",6.92,"(6.01, 7.95)","7.52e-113",136860
"METOPROLOL, ZOLEDRONATE, ACETYLSALICYLIC ACID",6.92,"(5.91, 8.07)","1.24e-90",136860
"ATORVASTATIN, ALPRAZOLAM, FUROSEMIDE",6.92,"(5.89, 8.09)","1.42e-87",136860
"MORPHINE, FUROSEMIDE, HYDROCODONE",6.91,"(5.9, 8.05)","2.27e-91",136860
"ZOLPIDEM, FUROSEMIDE, HYDROCODONE",6.9,"(6.04, 7.86)","4.70e-125",136860
"PREDNISONE, GABAPENTIN, HYDROCODONE",6.89,"(5.96, 7.94)","2.02e-106",136860
"OXYCODONE, PAROXETINE, ACETAMINOPHEN",6.89,"(6.05, 7.82)","1.85e-131",136860
"WARFARIN, DEXAMETHASONE, FUROSEMIDE",6.88,"(5.87, 8.04)","1.59e-88",136860
"OMEPRAZOLE, PREDNISONE, GABAPENTIN",6.88,"(5.89, 8.01)","2.11e-92",136860
"ATORVASTATIN, ZOLEDRONATE, ACETYLSALICYLIC ACID",6.86,"(5.83, 8.04)","2.60e-85",136860
"PANTOPRAZOLE, ZOLPIDEM, HYDROCODONE",6.86,"(5.86, 8)","1.87e-90",136860
"FUROSEMIDE, GABAPENTIN, HYDROCODONE",6.86,"(6.07, 7.73)","6.16e-147",136860
"ZOLPIDEM, ESOMEPRAZOLE, HYDROCODONE",6.84,"(5.84, 7.98)","2.68e-90",136860
"PREDNISONE, ZOLEDRONATE, ACETYLSALICYLIC ACID",6.82,"(5.82, 7.97)","1.56e-87",136860
"OXYCODONE, WARFARIN, HYDROCODONE",6.8,"(5.82, 7.91)","5.39e-92",136860
"LORAZEPAM, OXYCODONE, DEXAMETHASONE",6.78,"(5.96, 7.7)","8.38e-131",136860
"ACETAMINOPHEN, ZOLPIDEM, CYCLOBENZAPRINE",6.77,"(5.85, 7.82)","1.34e-101",136860
"ACETAMINOPHEN, VENLAFAXINE, GABAPENTIN",6.77,"(5.83, 7.82)","2.96e-100",136860
"ACETYLSALICYLIC ACID, ALPRAZOLAM, GABAPENTIN",6.76,"(5.76, 7.92)","2.80e-85",136860
"OXYCODONE, PREDNISONE, HYDROCODONE",6.75,"(5.87, 7.74)","5.09e-112",136860
"OXYCODONE, ESOMEPRAZOLE, FUROSEMIDE",6.73,"(5.78, 7.81)","9.88e-95",136860
"ACETAMINOPHEN, ESCITALOPRAM, GABAPENTIN",6.73,"(5.71, 7.89)","2.30e-82",136860
"ACETAMINOPHEN, VENLAFAXINE, ZOLPIDEM",6.7,"(5.76, 7.77)","7.11e-95",136860
"OMEPRAZOLE, FUROSEMIDE, LEVOFLOXACIN",6.7,"(5.69, 7.86)","3.90e-82",136860
"GADODIAMIDE, GADOPENTETATE DIMEGLUMINE, GADOVERSETAMIDE",6.7,"(5.96, 7.51)","7.04e-158",136860
"PROCHLORPERAZINE, DEXAMETHASONE, HYDROCODONE",6.68,"(5.7, 7.81)","8.78e-86",136860
"OXYCODONE, PANTOPRAZOLE, FUROSEMIDE",6.68,"(5.81, 7.66)","7.69e-110",136860
"OMEPRAZOLE, OXYCODONE, FENTANYL",6.68,"(5.79, 7.68)","1.35e-105",136860
"ZOLEDRONATE, ACETYLSALICYLIC ACID, DEXAMETHASONE",6.67,"(5.83, 7.61)","1.26e-118",136860
"POTASSIUM CHLORIDE, ACETAMINOPHEN, LEVOFLOXACIN",6.67,"(5.75, 7.71)","9.66e-99",136860
"SALBUTAMOL, WARFARIN, HYDROCODONE",6.67,"(5.7, 7.77)","3.65e-88",136860
"MORPHINE, ACETAMINOPHEN, GABAPENTIN",6.67,"(5.93, 7.47)","2.38e-157",136860
"OXYCODONE, ACETAMINOPHEN, TRIMETHOPRIM",6.66,"(5.77, 7.67)","5.37e-105",136860
"ACETAMINOPHEN, WARFARIN, DEXAMETHASONE",6.66,"(5.81, 7.62)","1.12e-114",136860
"ACETAMINOPHEN, DEXAMETHASONE, FLUCONAZOLE",6.66,"(5.71, 7.73)","2.93e-92",136860
"ACETAMINOPHEN, CYCLOBENZAPRINE, FUROSEMIDE",6.65,"(5.71, 7.72)","6.75e-94",136860
"OMEPRAZOLE, RANITIDINE, ACETAMINOPHEN",6.65,"(5.7, 7.73)","6.44e-91",136860
"LORAZEPAM, OXYCODONE, ZOLPIDEM",6.63,"(5.8, 7.55)","1.16e-119",136860
"METOPROLOL, OMEPRAZOLE, GABAPENTIN",6.61,"(5.71, 7.63)","2.49e-99",136860
"ACETAMINOPHEN, FUROSEMIDE, LEVOFLOXACIN",6.6,"(5.85, 7.44)","4.39e-144",136860
"ACETAMINOPHEN, CITALOPRAM, ALPRAZOLAM",6.6,"(5.64, 7.69)","6.19e-88",136860
"OMEPRAZOLE, ACETAMINOPHEN, CIPROFLOXACIN",6.6,"(5.72, 7.59)","1.08e-104",136860
"ZOLEDRONATE, DEXAMETHASONE, DOCETAXEL",6.58,"(5.62, 7.68)","4.51e-86",136860
"PROPOXYPHENE, ACETAMINOPHEN, HYDROCODONE",6.58,"(5.75, 7.51)","8.48e-118",136860
"PREDNISONE, FUROSEMIDE, GABAPENTIN",6.57,"(5.73, 7.52)","7.69e-112",136860
"METOCLOPRAMIDE, ACETAMINOPHEN, ZOLPIDEM",6.56,"(5.62, 7.64)","9.39e-89",136860
"ACETYLSALICYLIC ACID, EPOETIN ALFA, FUROSEMIDE",6.56,"(5.64, 7.59)","1.46e-94",136860
"ACETAMINOPHEN, ACYCLOVIR, HYDROCODONE",6.56,"(5.56, 7.7)","5.79e-80",136860
"ACETYLSALICYLIC ACID, HYDROCODONE, IBUPROFEN",6.56,"(5.63, 7.6)","2.69e-93",136860
"LORAZEPAM, OXYCODONE, FUROSEMIDE",6.56,"(5.71, 7.51)","8.47e-111",136860
"OXYCODONE, ACETAMINOPHEN, CYCLOBENZAPRINE",6.55,"(5.87, 7.28)","1.64e-175",136860
"OXYCODONE, CLONAZEPAM, GABAPENTIN",6.54,"(5.55, 7.68)","8.14e-80",136860
"ACETAMINOPHEN, DEXAMETHASONE, FENTANYL",6.53,"(5.76, 7.39)","1.80e-132",136860
"ACETAMINOPHEN, ALPRAZOLAM, LANSOPRAZOLE",6.53,"(5.53, 7.67)","7.56e-79",136860
"OXYCODONE, POTASSIUM CHLORIDE, SALBUTAMOL",6.53,"(5.53, 7.67)","7.56e-79",136860
"ALPRAZOLAM, GABAPENTIN, HYDROCODONE",6.52,"(5.7, 7.44)","1.02e-115",136860
"ACETAMINOPHEN, WARFARIN, GABAPENTIN",6.51,"(5.73, 7.38)","6.73e-129",136860
"ACETAMINOPHEN, DEXAMETHASONE, ESOMEPRAZOLE",6.51,"(5.57, 7.58)","2.04e-87",136860
"ONDANSETRON, DEXAMETHASONE, FUROSEMIDE",6.5,"(5.53, 7.62)","4.37e-81",136860
"OMEPRAZOLE, ACETYLSALICYLIC ACID, IBUPROFEN",6.46,"(5.54, 7.51)","8.29e-90",136860
"MORPHINE, ACETAMINOPHEN, HYDROMORPHONE",6.44,"(5.46, 7.57)","1.14e-77",136860
"MORPHINE, ACETAMINOPHEN, CIPROFLOXACIN",6.44,"(5.48, 7.54)","6.02e-81",136860
"OXYCODONE, ACETAMINOPHEN, HYDROMORPHONE",6.43,"(5.66, 7.28)","8.94e-129",136860
"OXYCODONE, PROCHLORPERAZINE, DEXAMETHASONE",6.41,"(5.62, 7.31)","1.56e-117",136860
"PANTOPRAZOLE, PREDNISONE, HYDROCODONE",6.41,"(5.44, 7.53)","3.39e-78",136860
"PREDNISONE, ACETAMINOPHEN, DEXAMETHASONE",6.41,"(5.57, 7.36)","8.53e-105",136860
"MORPHINE, OMEPRAZOLE, OXYCODONE",6.41,"(5.52, 7.42)","2.53e-93",136860
"OMEPRAZOLE, SIMVASTATIN, HYDROCODONE",6.41,"(5.54, 7.38)","1.96e-99",136860
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, LEVOFLOXACIN",6.4,"(5.61, 7.29)","1.40e-118",136860
"ACETAMINOPHEN, FLUCONAZOLE, HYDROCODONE",6.39,"(5.64, 7.23)","6.60e-130",136860
"LORAZEPAM, ONDANSETRON, HYDROCODONE",6.39,"(5.42, 7.51)","1.32e-77",136860
"POTASSIUM, FUROSEMIDE, GABAPENTIN",6.38,"(5.43, 7.48)","1.51e-79",136860
"ACETAMINOPHEN, ZOLPIDEM, LANSOPRAZOLE",6.38,"(5.46, 7.42)","7.49e-87",136860
"LORAZEPAM, RANITIDINE, ACETAMINOPHEN",6.37,"(5.45, 7.42)","3.85e-85",136860
"PANTOPRAZOLE, SALBUTAMOL, HYDROCODONE",6.37,"(5.42, 7.45)","4.83e-81",136860
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, DIAZEPAM",6.36,"(5.54, 7.29)","1.32e-106",136860
"ACETAMINOPHEN, DULOXETINE, GABAPENTIN",6.36,"(5.49, 7.34)","2.13e-96",136860
"METOPROLOL, ZOLPIDEM, HYDROCODONE",6.35,"(5.38, 7.47)","1.32e-75",136860
"OMEPRAZOLE, WARFARIN, HYDROCODONE",6.33,"(5.39, 7.41)","1.10e-80",136860
"THALIDOMIDE, ZOLEDRONATE, DEXAMETHASONE",6.32,"(5.53, 7.21)","2.09e-113",136860
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, CYCLOBENZAPRINE",6.32,"(5.47, 7.28)","5.56e-98",136860
"OXYCODONE, ACETAMINOPHEN, TRAMADOL",6.32,"(5.63, 7.08)","1.02e-151",136860
"LORAZEPAM, GABAPENTIN, HYDROCODONE",6.31,"(5.42, 7.33)","8.96e-88",136860
"AMOXICILLIN, OXYCODONE, CLAVULANATE",6.3,"(5.37, 7.37)","2.13e-80",136860
"ATORVASTATIN, ACETAMINOPHEN, IBUPROFEN",6.29,"(5.32, 7.41)","3.24e-74",136860
"OXYCODONE, ACETAMINOPHEN, CALCIUM",6.29,"(5.44, 7.25)","8.31e-97",136860
"ACETAMINOPHEN, ALPRAZOLAM, GABAPENTIN",6.29,"(5.61, 7.04)","5.74e-152",136860
"ACETAMINOPHEN, GABAPENTIN, IBUPROFEN",6.29,"(5.5, 7.17)","2.78e-113",136860
"OMEPRAZOLE, ACETAMINOPHEN, ALPRAZOLAM",6.29,"(5.61, 7.03)","2.35e-154",136860
"ONDANSETRON, PANTOPRAZOLE, FUROSEMIDE",6.28,"(5.32, 7.38)","1.03e-75",136860
"OXYCODONE, ACETAMINOPHEN, AMITRIPTYLINE",6.28,"(5.57, 7.06)","7.14e-141",136860
"OMEPRAZOLE, PREDNISONE, ZOLPIDEM",6.28,"(5.32, 7.38)","2.87e-75",136860
"ONDANSETRON, ACETAMINOPHEN, WARFARIN",6.27,"(5.38, 7.28)","1.01e-87",136860
"PREGABALIN, ACETAMINOPHEN, ALPRAZOLAM",6.27,"(5.36, 7.31)","7.07e-83",136860
"PREDNISONE, ACETAMINOPHEN, LEVOFLOXACIN",6.27,"(5.43, 7.22)","3.67e-98",136860
"OXYCODONE, ALPRAZOLAM, HYDROCODONE",6.26,"(5.54, 7.05)","4.04e-136",136860
"ONDANSETRON, OXYCODONE, ZOLPIDEM",6.26,"(5.31, 7.34)","1.07e-76",136860
"LORAZEPAM, ACETAMINOPHEN, CIPROFLOXACIN",6.25,"(5.31, 7.33)","4.54e-77",136860
"SALBUTAMOL, GABAPENTIN, HYDROCODONE",6.25,"(5.38, 7.24)","2.84e-90",136860
"OXYCODONE, ACETAMINOPHEN, CELECOXIB",6.24,"(5.54, 7)","2.25e-143",136860
"ZOLPIDEM, GABAPENTIN, HYDROCODONE",6.23,"(5.43, 7.12)","1.36e-107",136860
"PREDNISONE, ALPRAZOLAM, HYDROCODONE",6.22,"(5.29, 7.29)","5.55e-78",136860
"ACETAMINOPHEN, GABAPENTIN, HYDROCHLOROTHIAZIDE",6.22,"(5.43, 7.12)","3.79e-107",136860
"PANTOPRAZOLE, ACETAMINOPHEN, LEVOFLOXACIN",6.21,"(5.36, 7.16)","3.50e-94",136860
"SERTRALINE, ACETAMINOPHEN, IBUPROFEN",6.19,"(5.24, 7.28)","4.74e-74",136860
"OXYCODONE, ACETAMINOPHEN, ESCITALOPRAM",6.19,"(5.45, 7.01)","2.28e-123",136860
"MORPHINE, ACETAMINOPHEN, DEXAMETHASONE",6.18,"(5.47, 6.98)","1.18e-131",136860
"ACETAMINOPHEN, FENTANYL, GABAPENTIN",6.18,"(5.52, 6.91)","1.92e-153",136860
"LORAZEPAM, ACETAMINOPHEN, LEVOFLOXACIN",6.18,"(5.33, 7.15)","4.52e-91",136860
"ALPRAZOLAM, FENTANYL, HYDROCODONE",6.18,"(5.28, 7.2)","2.86e-82",136860
"METOPROLOL, ACETAMINOPHEN, LEVOFLOXACIN",6.17,"(5.27, 7.2)","1.89e-81",136860
"MORPHINE, PROCHLORPERAZINE, ACETAMINOPHEN",6.17,"(5.25, 7.22)","8.46e-78",136860
"OXYCODONE, ACETAMINOPHEN, DEXAMETHASONE",6.15,"(5.61, 6.74)","4.74e-226",136860
"OXYCODONE, ACETAMINOPHEN, DIAZEPAM",6.15,"(5.57, 6.78)","2.38e-198",136860
"ACETAMINOPHEN, ZOLPIDEM, HYDROCHLOROTHIAZIDE",6.14,"(5.29, 7.09)","5.83e-91",136860
"METOPROLOL, ACETAMINOPHEN, IBUPROFEN",6.12,"(5.24, 7.13)","6.55e-83",136860
"OXYCODONE, FENTANYL, FUROSEMIDE",6.12,"(5.31, 7.02)","8.62e-100",136860
"OXYCODONE, ZOLPIDEM, ALPRAZOLAM",6.12,"(5.3, 7.04)","7.79e-96",136860
"OXYCODONE, ACETYLSALICYLIC ACID, GABAPENTIN",6.11,"(5.36, 6.96)","1.56e-113",136860
"OXYCODONE, DIAZEPAM, FENTANYL",6.11,"(5.16, 7.19)","1.02e-71",136860
"POTASSIUM, FUROSEMIDE, HYDROCODONE",6.11,"(5.19, 7.15)","8.39e-77",136860
"OMEPRAZOLE, PAROXETINE, ACETAMINOPHEN",6.1,"(5.15, 7.19)","7.84e-71",136860
"OMEPRAZOLE, ACETAMINOPHEN, CITALOPRAM",6.1,"(5.32, 6.97)","2.05e-105",136860
"OMEPRAZOLE, OXYCODONE, WARFARIN",6.1,"(5.17, 7.15)","2.40e-74",136860
"OMEPRAZOLE, ATORVASTATIN, HYDROCHLOROTHIAZIDE",6.09,"(5.17, 7.15)","4.27e-75",136860
"LORAZEPAM, ACETAMINOPHEN, GABAPENTIN",6.09,"(5.41, 6.84)","2.77e-138",136860
"LORAZEPAM, FUROSEMIDE, HYDROCODONE",6.09,"(5.24, 7.05)","3.23e-89",136860
"PROMETHAZINE, ACETAMINOPHEN, GABAPENTIN",6.09,"(5.19, 7.11)","2.33e-79",136860
"SERTRALINE, ACETAMINOPHEN, GABAPENTIN",6.07,"(5.23, 7.01)","3.88e-90",136860
"OXYCODONE, ACETAMINOPHEN, IRON",6.07,"(5.3, 6.92)","2.53e-107",136860
"METOPROLOL, WARFARIN, GABAPENTIN",6.06,"(5.17, 7.08)","4.36e-79",136860
"ACETAMINOPHEN, HYDROCHLOROTHIAZIDE, IBUPROFEN",6.05,"(5.21, 7.01)","1.30e-87",136860
"ACETAMINOPHEN, CARVEDILOL, DIGOXIN",6.05,"(5.15, 7.07)","2.21e-77",136860
"OXYCODONE, ALPRAZOLAM, FUROSEMIDE",6.04,"(5.18, 7.02)","1.60e-83",136860
"MORPHINE, OXYCODONE, ALPRAZOLAM",6.03,"(5.12, 7.08)","9.87e-74",136860
"PANTOPRAZOLE, ACETYLSALICYLIC ACID, GABAPENTIN",6.03,"(5.16, 7.02)","1.65e-81",136860
"ACETAMINOPHEN, GUAIFENESIN, HYDROCODONE",6.03,"(5.12, 7.07)","7.38e-75",136860
"OMEPRAZOLE, ACETAMINOPHEN, ZOLPIDEM",6.02,"(5.38, 6.73)","2.04e-151",136860
"OXYCODONE, ACETYLSALICYLIC ACID, FENTANYL",6.02,"(5.13, 7.04)","9.80e-77",136860
"LORAZEPAM, AMOXICILLIN, ACETAMINOPHEN",6.02,"(5.1, 7.08)","1.19e-71",136860
"LORAZEPAM, ZOLPIDEM, HYDROCODONE",6.02,"(5.2, 6.94)","1.16e-92",136860
"METOCLOPRAMIDE, ACETAMINOPHEN, ESOMEPRAZOLE",6.02,"(5.19, 6.95)","6.68e-90",136860
"OMEPRAZOLE, SERTRALINE, ACETAMINOPHEN",6.01,"(5.19, 6.94)","2.11e-91",136860
"CLONAZEPAM, GABAPENTIN, HYDROCODONE",6.01,"(5.07, 7.09)","3.39e-69",136860
"ATORVASTATIN, FUROSEMIDE, HYDROCODONE",6,"(5.16, 6.95)","1.46e-86",136860
"OXYCODONE, ATORVASTATIN, FUROSEMIDE",5.99,"(5.1, 7.01)","2.13e-76",136860
"ACETAMINOPHEN, DEXAMETHASONE, DOCETAXEL",5.98,"(5.07, 7.03)","1.09e-71",136860
"POTASSIUM, ACETAMINOPHEN, HYDROCODONE",5.97,"(5.32, 6.7)","9.33e-141",136860
"ESOMEPRAZOLE, FUROSEMIDE, HYDROCODONE",5.97,"(5.13, 6.93)","2.38e-84",136860
"ACETAMINOPHEN, CYCLOBENZAPRINE, IBUPROFEN",5.97,"(5.09, 6.97)","9.14e-78",136860
"LORAZEPAM, ACETAMINOPHEN, TRAMADOL",5.96,"(5.11, 6.93)","1.61e-81",136860
"SALBUTAMOL, ZOLPIDEM, HYDROCODONE",5.96,"(5.09, 6.95)","2.21e-78",136860
"OXYCODONE, PROCHLORPERAZINE, ACETAMINOPHEN",5.95,"(5.32, 6.63)","4.54e-154",136860
"OXYCODONE, ACETYLSALICYLIC ACID, ALPRAZOLAM",5.94,"(5.06, 6.95)","1.73e-75",136860
"ACETAMINOPHEN, DIAZEPAM, FENTANYL",5.93,"(5.1, 6.86)","1.64e-86",136860
"ACETAMINOPHEN, ESOMEPRAZOLE, GABAPENTIN",5.93,"(5.21, 6.73)","3.86e-114",136860
"ACETAMINOPHEN, WARFARIN, ZOLPIDEM",5.92,"(5.16, 6.78)","1.14e-100",136860
"LORAZEPAM, METOPROLOL, OXYCODONE",5.92,"(5.02, 6.96)","4.33e-71",136860
"OXYCODONE, ZOLPIDEM, ACETYLSALICYLIC ACID",5.92,"(5.08, 6.86)","4.66e-84",136860
"OXYCODONE, ACETAMINOPHEN, GABAPENTIN",5.91,"(5.47, 6.38)","6.99e-305",136860
"PANTOPRAZOLE, ZOLPIDEM, FUROSEMIDE",5.91,"(5.04, 6.9)","4.24e-77",136860
"OXYCODONE, ACETAMINOPHEN, CITALOPRAM",5.91,"(5.19, 6.71)","1.11e-112",136860
"OXYCODONE, POTASSIUM CHLORIDE, FUROSEMIDE",5.9,"(5.29, 6.57)","2.45e-157",136860
"METOPROLOL, OXYCODONE, PANTOPRAZOLE",5.9,"(5.02, 6.91)","2.45e-74",136860
"OMEPRAZOLE, ACETAMINOPHEN, FLUOXETINE",5.9,"(5.06, 6.86)","1.32e-81",136860
"ROFECOXIB, ACETAMINOPHEN, FUROSEMIDE",5.9,"(5, 6.93)","2.88e-71",136860
"SIMVASTATIN, ACETAMINOPHEN, ZOLPIDEM",5.9,"(5.12, 6.76)","3.35e-97",136860
"OMEPRAZOLE, ALPRAZOLAM, FUROSEMIDE",5.89,"(5.04, 6.86)","3.20e-79",136860
"ACETAMINOPHEN, ZOLPIDEM, DULOXETINE",5.89,"(4.98, 6.94)","7.02e-69",136860
"LORAZEPAM, ACETAMINOPHEN, WARFARIN",5.89,"(5.16, 6.71)","1.35e-108",136860
"ACETAMINOPHEN, TRAMADOL, HYDROCHLOROTHIAZIDE",5.89,"(5.03, 6.87)","5.00e-78",136860
"ACETAMINOPHEN, ZOLPIDEM, FENTANYL",5.87,"(5.17, 6.65)","4.22e-117",136860
"OXYCODONE, RANITIDINE, ACETAMINOPHEN",5.87,"(5.14, 6.69)","5.86e-108",136860
"MORPHINE, PANTOPRAZOLE, FUROSEMIDE",5.87,"(5.01, 6.85)","1.87e-77",136860
"ALPRAZOLAM, FUROSEMIDE, GABAPENTIN",5.85,"(4.93, 6.91)","1.32e-66",136860
"POTASSIUM CHLORIDE, ACETAMINOPHEN, GABAPENTIN",5.85,"(5.13, 6.66)","5.25e-108",136860
"OMEPRAZOLE, PROCHLORPERAZINE, ACETAMINOPHEN",5.85,"(5.03, 6.78)","1.21e-83",136860
"ACETAMINOPHEN, ESOMEPRAZOLE, HYDROCHLOROTHIAZIDE",5.85,"(5.03, 6.77)","2.15e-84",136860
"NAPROXEN, OXYCODONE, ACETAMINOPHEN",5.84,"(5.12, 6.64)","9.41e-110",136860
"PANTOPRAZOLE, ALPRAZOLAM, FUROSEMIDE",5.84,"(4.95, 6.85)","1.31e-70",136860
"ACETAMINOPHEN, TRAMADOL, FENTANYL",5.83,"(4.96, 6.83)","7.29e-73",136860
"OXYCODONE, PROMETHAZINE, HYDROCODONE",5.83,"(4.93, 6.87)","6.50e-68",136860
"OXYCODONE, ACETAMINOPHEN, BUPROPION",5.83,"(5.08, 6.67)","9.97e-100",136860
"AMOXICILLIN, POTASSIUM, LEVOFLOXACIN",5.83,"(4.94, 6.85)","8.59e-70",136860
"OMEPRAZOLE, GABAPENTIN, HYDROCODONE",5.82,"(5.04, 6.68)","4.40e-93",136860
"OMEPRAZOLE, OXYCODONE, SIMVASTATIN",5.81,"(4.95, 6.79)","4.17e-74",136860
"SULFAMETHOXAZOLE, ACETAMINOPHEN, HYDROCODONE",5.8,"(5.04, 6.66)","5.88e-96",136860
"ACETAMINOPHEN, FLUCONAZOLE, FUROSEMIDE",5.8,"(5, 6.71)","9.44e-86",136860
"ACETAMINOPHEN, ZOLPIDEM, IBUPROFEN",5.79,"(5, 6.67)","1.46e-88",136860
"METOPROLOL, OXYCODONE, POTASSIUM CHLORIDE",5.78,"(4.88, 6.83)","2.48e-66",136860
"ACETAMINOPHEN, ZOLPIDEM, GABAPENTIN",5.78,"(5.16, 6.46)","2.17e-144",136860
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, CIPROFLOXACIN",5.77,"(4.99, 6.65)","4.05e-89",136860
"PREDNISONE, ACETAMINOPHEN, FLUCONAZOLE",5.77,"(4.87, 6.81)","3.34e-66",136860
"OMEPRAZOLE, ACETAMINOPHEN, CELECOXIB",5.77,"(4.98, 6.66)","2.00e-86",136860
"SALBUTAMOL, ACETAMINOPHEN, AMITRIPTYLINE",5.76,"(4.87, 6.79)","5.13e-68",136860
"NAPROXEN, OMEPRAZOLE, ACETAMINOPHEN",5.76,"(4.88, 6.76)","7.86e-70",136860
"ACETYLSALICYLIC ACID, CIPROFLOXACIN, FUROSEMIDE",5.75,"(4.92, 6.7)","1.17e-77",136860
"PREDNISONE, ACETAMINOPHEN, GABAPENTIN",5.75,"(5.09, 6.48)","8.70e-125",136860
"PROPOXYPHENE, ACETAMINOPHEN, ZOLPIDEM",5.75,"(4.88, 6.75)","3.84e-70",136860
"PANTOPRAZOLE, ACETAMINOPHEN, FENTANYL",5.74,"(5.01, 6.55)","1.27e-100",136860
"PREDNISONE, ACETYLSALICYLIC ACID, GABAPENTIN",5.73,"(4.92, 6.65)","3.71e-81",136860
"ACETAMINOPHEN, HYDROCODONE, AMITRIPTYLINE",5.72,"(5.17, 6.32)","4.29e-178",136860
"ACETAMINOPHEN, WARFARIN, ENOXAPARIN",5.71,"(4.91, 6.62)","2.81e-81",136860
"SERTRALINE, ACETAMINOPHEN, ALPRAZOLAM",5.71,"(4.94, 6.58)","2.75e-88",136860
"SENNA, ACETAMINOPHEN, HYDROCODONE",5.7,"(4.84, 6.69)","2.21e-70",136860
"LORAZEPAM, SALBUTAMOL, HYDROCODONE",5.7,"(4.84, 6.69)","2.21e-70",136860
"PANTOPRAZOLE, FENTANYL, FUROSEMIDE",5.7,"(4.82, 6.71)","5.32e-67",136860
"PAROXETINE, ACETAMINOPHEN, ZOLPIDEM",5.7,"(4.8, 6.72)","4.02e-65",136860
"MEGESTROL, ACETAMINOPHEN, HYDROCODONE",5.7,"(4.8, 6.73)","2.27e-64",136860
"ACETAMINOPHEN, CELECOXIB, HYDROCODONE",5.69,"(5.17, 6.26)","7.45e-192",136860
"OXYCODONE, ACETAMINOPHEN, FAMOTIDINE",5.69,"(4.92, 6.56)","1.01e-87",136860
"POTASSIUM, PREDNISONE, ACETAMINOPHEN",5.69,"(4.82, 6.68)","2.24e-68",136860
"ACETAMINOPHEN, ESOMEPRAZOLE, IBUPROFEN",5.68,"(4.8, 6.68)","3.47e-67",136860
"OXYCODONE, SERTRALINE, ACETAMINOPHEN",5.68,"(5.05, 6.37)","7.84e-131",136860
"ZOLPIDEM, ESOMEPRAZOLE, FUROSEMIDE",5.68,"(4.79, 6.7)","2.63e-65",136860
"OMEPRAZOLE, ZOLPIDEM, FUROSEMIDE",5.68,"(4.89, 6.57)","2.46e-82",136860
"OXYCODONE, ALPRAZOLAM, FENTANYL",5.67,"(4.9, 6.54)","1.03e-86",136860
"ACETAMINOPHEN, CETIRIZINE, HYDROCODONE",5.67,"(4.91, 6.52)","4.94e-90",136860
"ACETAMINOPHEN, GABAPENTIN, LANSOPRAZOLE",5.66,"(4.89, 6.54)","2.13e-84",136860
"OMEPRAZOLE, DEXAMETHASONE, FUROSEMIDE",5.66,"(4.84, 6.6)","3.90e-75",136860
"METOPROLOL, OMEPRAZOLE, OXYCODONE",5.66,"(4.85, 6.58)","4.46e-78",136860
"OXYCODONE, POTASSIUM CHLORIDE, PREDNISONE",5.66,"(4.78, 6.67)","1.71e-65",136860
