"Drug_name1","Drug_name2","OR","95.CI","Pvalue","ac"
"OXYCODONE, PAMIDRONATE, HYDROCODONE","HYDROCODONE",6.78,"(5.93, 7.75)","4.26e-135",4590
"ZOLEDRONATE, DEXAMETHASONE, LENALIDOMIDE","LENALIDOMIDE",6.77,"(5.75, 7.95)","1.99e-88",1107
"OXYCODONE, ZOLEDRONATE, DEXAMETHASONE","OXYCODONE",6.76,"(6.1, 7.49)","1.26e-224",4418
"OXYCODONE, WARFARIN, ZOLEDRONATE","OXYCODONE",6.74,"(5.9, 7.69)","1.89e-134",4418
"OXYCODONE, WARFARIN, DEXAMETHASONE","WARFARIN",6.72,"(5.78, 7.8)","2.88e-100",4188
"OXYCODONE, DEXAMETHASONE, HYDROCODONE","OXYCODONE",6.71,"(5.89, 7.65)","1.01e-136",4418
"ACETAMINOPHEN, ZOLEDRONATE, ESOMEPRAZOLE","ACETAMINOPHEN",6.7,"(5.86, 7.65)","2.28e-128",10717
"LORAZEPAM, PAROXETINE, ACETAMINOPHEN","PAROXETINE",6.7,"(5.72, 7.82)","4.14e-92",2819
"POTASSIUM CHLORIDE, ZOLEDRONATE, FUROSEMIDE","POTASSIUM CHLORIDE",6.7,"(5.8, 7.72)","1.11e-115",2515
"ZOLPIDEM, FENTANYL, HYDROCODONE","FENTANYL",6.68,"(5.76, 7.73)","1.99e-104",2767
"OXYCODONE, ZOLEDRONATE, HYDROCODONE","HYDROCODONE",6.67,"(5.98, 7.43)","3.81e-204",4590
"ONDANSETRON, DEXAMETHASONE, HYDROCODONE","DEXAMETHASONE",6.66,"(5.7, 7.77)","1.18e-93",2534
"OXYCODONE, ACETAMINOPHEN, AZITHROMYCIN","ACETAMINOPHEN",6.66,"(5.87, 7.54)","4.93e-144",10717
"OXYCODONE, ZOLEDRONATE, ZOLPIDEM","ZOLEDRONATE",6.64,"(5.87, 7.51)","3.90e-158",4579
"PREDNISONE, ACETAMINOPHEN, ZOLEDRONATE","PREDNISONE",6.64,"(5.89, 7.46)","2.83e-160",4984
"OXYCODONE, HYDROCODONE, IBUPROFEN","IBUPROFEN",6.63,"(5.77, 7.62)","4.59e-118",3510
"ACETAMINOPHEN, ZOLEDRONATE, IBUPROFEN","ZOLEDRONATE",6.63,"(5.78, 7.58)","7.73e-132",4579
"OXYCODONE, POTASSIUM CHLORIDE, GABAPENTIN","OXYCODONE",6.62,"(5.73, 7.63)","2.74e-112",4418
"OXYCODONE, DEXAMETHASONE, LENALIDOMIDE","LENALIDOMIDE",6.62,"(5.5, 7.92)","2.54e-67",1107
"ACETAMINOPHEN, DEXAMETHASONE, LEVOFLOXACIN","ACETAMINOPHEN",6.61,"(5.8, 7.51)","3.89e-134",10717
"WARFARIN, ZOLEDRONATE, FUROSEMIDE","FUROSEMIDE",6.6,"(5.71, 7.62)","1.78e-107",6619
"PAMIDRONATE, ACETAMINOPHEN, GABAPENTIN","PAMIDRONATE",6.6,"(5.73, 7.59)","1.97e-136",1561
"OXYCODONE, ACETAMINOPHEN, EPOETIN ALFA","EPOETIN ALFA",6.6,"(5.68, 7.65)","4.46e-112",1355
"OXYCODONE, ZOLPIDEM, FENTANYL","FENTANYL",6.59,"(5.72, 7.58)","3.11e-112",2767
"ACETAMINOPHEN, DEXAMETHASONE, GABAPENTIN","ACETAMINOPHEN",6.58,"(5.81, 7.44)","2.83e-146",10717
"PAMIDRONATE, ZOLEDRONATE, FUROSEMIDE","ZOLEDRONATE",6.57,"(5.81, 7.43)","2.01e-159",4579
"ONDANSETRON, DEXAMETHASONE, HYDROCODONE","ONDANSETRON",6.57,"(5.59, 7.71)","1.80e-89",1350
"ACETAMINOPHEN, WARFARIN, ENOXAPARIN","ENOXAPARIN",6.57,"(5.54, 7.76)","2.50e-83",938
"ACETAMINOPHEN, ZOLEDRONATE, ALPRAZOLAM","ALPRAZOLAM",6.53,"(5.66, 7.53)","2.61e-112",3887
"METOCLOPRAMIDE, OXYCODONE, ACETAMINOPHEN","METOCLOPRAMIDE",6.53,"(5.69, 7.48)","1.59e-121",1439
"MORPHINE, DEXAMETHASONE, FENTANYL","FENTANYL",6.5,"(5.56, 7.59)","6.73e-90",2767
"PAMIDRONATE, ZOLEDRONATE, EPOETIN ALFA","ZOLEDRONATE",6.5,"(5.66, 7.46)","1.22e-125",4579
"ACETAMINOPHEN, DEXAMETHASONE, DOCETAXEL","DOCETAXEL",6.47,"(5.38, 7.74)","4.60e-70",848
"OXYCODONE, ACETAMINOPHEN, ENOXAPARIN","ENOXAPARIN",6.46,"(5.49, 7.58)","3.19e-90",938
"ACETAMINOPHEN, ZOLEDRONATE, CELECOXIB","ZOLEDRONATE",6.46,"(5.65, 7.37)","2.46e-133",4579
"OXYCODONE, ACETAMINOPHEN, DEXAMETHASONE","DEXAMETHASONE",6.45,"(5.82, 7.15)","4.11e-214",2534
"PAMIDRONATE, PREDNISONE, ZOLEDRONATE","PREDNISONE",6.45,"(5.67, 7.33)","2.41e-130",4984
"PAROXETINE, ACETAMINOPHEN, GABAPENTIN","PAROXETINE",6.45,"(5.5, 7.54)","1.63e-87",2819
"OXYCODONE, SULFAMETHOXAZOLE, ACETAMINOPHEN","SULFAMETHOXAZOLE",6.44,"(5.49, 7.53)","1.09e-92",1208
"ACETAMINOPHEN, CHLORHEXIDINE, HYDROCODONE","HYDROCODONE",6.44,"(5.6, 7.39)","5.36e-120",4590
"ACETAMINOPHEN, ZOLEDRONATE, CIPROFLOXACIN","CIPROFLOXACIN",6.43,"(5.55, 7.44)","7.53e-110",2140
"NAPROXEN, ACETAMINOPHEN, GABAPENTIN","NAPROXEN",6.43,"(5.47, 7.54)","1.49e-84",2071
"LORAZEPAM, OXYCODONE, DEXAMETHASONE","DEXAMETHASONE",6.42,"(5.61, 7.34)","2.57e-119",2534
"PAMIDRONATE, ACETAMINOPHEN, ACETYLSALICYLIC ACID","ACETAMINOPHEN",6.42,"(5.55, 7.4)","5.66e-106",10717
"ROFECOXIB, ACETAMINOPHEN, FUROSEMIDE","ROFECOXIB",6.42,"(5.41, 7.58)","1.31e-74",2529
"ACETAMINOPHEN, GABAPENTIN, LEVOFLOXACIN","GABAPENTIN",6.4,"(5.57, 7.36)","4.79e-118",4852
"OXYCODONE, ACETAMINOPHEN, AZITHROMYCIN","AZITHROMYCIN",6.4,"(5.56, 7.37)","1.01e-123",1267
"OXYCODONE, ZOLEDRONATE, ACETYLSALICYLIC ACID","OXYCODONE",6.4,"(5.63, 7.27)","3.05e-136",4418
"ONDANSETRON, ACETAMINOPHEN, LEVOFLOXACIN","ONDANSETRON",6.4,"(5.4, 7.55)","1.95e-80",1350
"LORAZEPAM, PAMIDRONATE, ZOLEDRONATE","ZOLEDRONATE",6.4,"(5.65, 7.24)","3.73e-151",4579
"PANTOPRAZOLE, ACETAMINOPHEN, ESOMEPRAZOLE","ESOMEPRAZOLE",6.38,"(5.5, 7.39)","1.98e-98",4163
"ACETAMINOPHEN, FENTANYL, HYDROMORPHONE","FENTANYL",6.38,"(5.44, 7.46)","2.87e-86",2767
"ZOLEDRONATE, FUROSEMIDE, HYDROCODONE","ZOLEDRONATE",6.38,"(5.57, 7.3)","2.45e-126",4579
"OXYCODONE, ZOLEDRONATE, FUROSEMIDE","ZOLEDRONATE",6.37,"(5.65, 7.17)","1.48e-161",4579
"OXYCODONE, ACETAMINOPHEN, CEPHALEXIN","ACETAMINOPHEN",6.36,"(5.57, 7.25)","1.58e-124",10717
"POTASSIUM CHLORIDE, ACETAMINOPHEN, ZOLEDRONATE","ACETAMINOPHEN",6.34,"(5.5, 7.29)","1.36e-109",10717
"ZOLEDRONATE, FENTANYL, HYDROCODONE","HYDROCODONE",6.33,"(5.59, 7.16)","7.23e-147",4590
"MORPHINE, OXYCODONE, FENTANYL","FENTANYL",6.33,"(5.55, 7.2)","2.08e-126",2767
"ACETAMINOPHEN, DIAZEPAM, ALPRAZOLAM","ALPRAZOLAM",6.33,"(5.46, 7.31)","2.13e-104",3887
"ACETAMINOPHEN, CELECOXIB, GABAPENTIN","CELECOXIB",6.32,"(5.48, 7.28)","5.58e-107",2493
"ACETAMINOPHEN, ZOLEDRONATE, DEXAMETHASONE","ACETAMINOPHEN",6.32,"(5.75, 6.93)","2.72e-240",10717
"POTASSIUM CHLORIDE, ACETAMINOPHEN, ZOLEDRONATE","POTASSIUM CHLORIDE",6.31,"(5.45, 7.29)","1.79e-105",2515
"LORAZEPAM, FENTANYL, HYDROCODONE","FENTANYL",6.3,"(5.36, 7.38)","1.52e-83",2767
"OXYCODONE, SALBUTAMOL, HYDROCODONE","SALBUTAMOL",6.3,"(5.46, 7.25)","7.01e-106",3911
"METOCLOPRAMIDE, ACETAMINOPHEN, TRAMADOL","METOCLOPRAMIDE",6.29,"(5.26, 7.49)","4.07e-68",1439
"OXYCODONE, FUROSEMIDE, HYDROCODONE","OXYCODONE",6.29,"(5.57, 7.08)","3.71e-153",4418
"MORPHINE, OXYCODONE, HYDROCODONE","MORPHINE",6.28,"(5.46, 7.21)","5.17e-114",2024
"WARFARIN, DEXAMETHASONE, FUROSEMIDE","DEXAMETHASONE",6.28,"(5.33, 7.38)","1.21e-79",2534
"OMEPRAZOLE, ACETAMINOPHEN, LEVOFLOXACIN","ACETAMINOPHEN",6.27,"(5.52, 7.1)","7.93e-135",10717
"OXYCODONE, ACETAMINOPHEN, AZITHROMYCIN","OXYCODONE",6.26,"(5.51, 7.11)","6.28e-134",4418
"ZOLEDRONATE, ACETYLSALICYLIC ACID, DEXAMETHASONE","DEXAMETHASONE",6.26,"(5.43, 7.19)","1.10e-107",2534
"ACETAMINOPHEN, ZOLEDRONATE, HYDROCODONE","ACETAMINOPHEN",6.25,"(5.76, 6.78)","1.06e-317",10717
"ACETAMINOPHEN, WARFARIN, LEVOFLOXACIN","WARFARIN",6.24,"(5.39, 7.2)","3.05e-100",4188
"ACETAMINOPHEN, ZOLPIDEM, ESCITALOPRAM","ESCITALOPRAM",6.23,"(5.4, 7.18)","1.26e-108",2158
"ZOLEDRONATE, ACETYLSALICYLIC ACID, HYDROCODONE","ACETYLSALICYLIC ACID",6.23,"(5.41, 7.16)","1.68e-110",13865
"ZOLEDRONATE, DEXAMETHASONE, LEVOFLOXACIN","ZOLEDRONATE",6.23,"(5.43, 7.14)","1.47e-120",4579
"ACETAMINOPHEN, WARFARIN, DEXAMETHASONE","DEXAMETHASONE",6.23,"(5.4, 7.17)","6.00e-104",2534
"OXYCODONE, PAROXETINE, ACETAMINOPHEN","PAROXETINE",6.22,"(5.43, 7.1)","1.11e-115",2819
"FENTANYL, GABAPENTIN, HYDROCODONE","FENTANYL",6.21,"(5.37, 7.17)","4.95e-100",2767
"ACETAMINOPHEN, DEXAMETHASONE, FENTANYL","DEXAMETHASONE",6.21,"(5.44, 7.08)","8.84e-121",2534
"ACETAMINOPHEN, ZOLEDRONATE, CHLORHEXIDINE","ZOLEDRONATE",6.2,"(5.46, 7.03)","2.85e-140",4579
"OXYCODONE, ACETAMINOPHEN, FLUCONAZOLE","FLUCONAZOLE",6.18,"(5.31, 7.19)","3.24e-98",1154
"METOPROLOL, ACETAMINOPHEN, ZOLEDRONATE","ACETAMINOPHEN",6.16,"(5.36, 7.08)","5.74e-108",10717
"OMEPRAZOLE, ACETAMINOPHEN, LEVOFLOXACIN","OMEPRAZOLE",6.16,"(5.42, 6.98)","1.64e-131",6244
"MORPHINE, FUROSEMIDE, GABAPENTIN","FUROSEMIDE",6.16,"(5.29, 7.14)","3.34e-93",6619
"MORPHINE, ZOLEDRONATE, HYDROCODONE","HYDROCODONE",6.15,"(5.34, 7.07)","3.95e-110",4590
"ZOLEDRONATE, DEXAMETHASONE, HYDROCODONE","HYDROCODONE",6.14,"(5.46, 6.91)","1.14e-157",4590
"AMOXICILLIN, OXYCODONE, CLAVULANATE","CLAVULANATE",6.12,"(5.09, 7.35)","8.79e-69",686
"ZOLEDRONATE, ZOLPIDEM, HYDROCODONE","ZOLEDRONATE",6.12,"(5.34, 7)","1.40e-121",4579
"OMEPRAZOLE, PAMIDRONATE, ZOLEDRONATE","ZOLEDRONATE",6.11,"(5.38, 6.92)","2.70e-139",4579
"OXYCODONE, FUROSEMIDE, GABAPENTIN","FUROSEMIDE",6.11,"(5.45, 6.83)","1.68e-162",6619
"ACETAMINOPHEN, DEXAMETHASONE, FLUCONAZOLE","DEXAMETHASONE",6.1,"(5.21, 7.13)","5.62e-83",2534
"OXYCODONE, ESOMEPRAZOLE, HYDROCODONE","ESOMEPRAZOLE",6.1,"(5.23, 7.11)","1.30e-87",4163
"ACETAMINOPHEN, ZOLPIDEM, LEVOFLOXACIN","ACETAMINOPHEN",6.1,"(5.37, 6.92)","2.01e-126",10717
"MORPHINE, OXYCODONE, PANTOPRAZOLE","MORPHINE",6.1,"(5.18, 7.15)","1.52e-81",2024
"PROCHLORPERAZINE, DEXAMETHASONE, HYDROCODONE","DEXAMETHASONE",6.1,"(5.17, 7.16)","5.32e-77",2534
"METOCLOPRAMIDE, METOPROLOL, ACETAMINOPHEN","METOCLOPRAMIDE",6.09,"(5.12, 7.22)","1.34e-69",1439
"PROCHLORPERAZINE, ACETAMINOPHEN, FENTANYL","PROCHLORPERAZINE",6.09,"(5.17, 7.16)","4.39e-87",1033
"PROCHLORPERAZINE, ACETAMINOPHEN, FENTANYL","ACETAMINOPHEN",6.09,"(5.25, 7.04)","1.77e-96",10717
"MORPHINE, OXYCODONE, ZOLPIDEM","MORPHINE",6.09,"(5.23, 7.07)","4.56e-93",2024
"METOCLOPRAMIDE, ACETAMINOPHEN, FENTANYL","METOCLOPRAMIDE",6.09,"(5.15, 7.17)","1.21e-75",1439
"MORPHINE, OXYCODONE, PREDNISONE","MORPHINE",6.08,"(5.17, 7.14)","5.19e-81",2024
"PAMIDRONATE, ZOLEDRONATE, HYDROCODONE","ZOLEDRONATE",6.06,"(5.42, 6.78)","6.89e-175",4579
"OXYCODONE, PROCHLORPERAZINE, DEXAMETHASONE","DEXAMETHASONE",6.02,"(5.24, 6.91)","1.67e-106",2534
"PROCHLORPERAZINE, ACETAMINOPHEN, ZOLEDRONATE","ZOLEDRONATE",6.02,"(5.3, 6.84)","2.23e-134",4579
"PAMIDRONATE, ACETAMINOPHEN, ZOLEDRONATE","ZOLEDRONATE",6.02,"(5.5, 6.59)","1.09e-265",4579
"ZOLEDRONATE, DEXAMETHASONE, DOCETAXEL","DEXAMETHASONE",6.01,"(5.1, 7.05)","3.28e-77",2534
"OXYCODONE, CYCLOBENZAPRINE, HYDROCODONE","OXYCODONE",6.01,"(5.2, 6.93)","1.10e-101",4418
"MORPHINE, OXYCODONE, ZOLEDRONATE","ZOLEDRONATE",6.01,"(5.32, 6.78)","1.34e-147",4579
"AMOXICILLIN, ACETAMINOPHEN, DEXAMETHASONE","AMOXICILLIN",6,"(5.11, 7.03)","4.72e-84",1746
"ACETAMINOPHEN, ZOLPIDEM, LEVOFLOXACIN","ZOLPIDEM",6,"(5.25, 6.84)","6.71e-121",3296
"ACETAMINOPHEN, DIAZEPAM, ALPRAZOLAM","DIAZEPAM",5.99,"(5.16, 6.94)","1.46e-97",2427
"MORPHINE, ZOLPIDEM, HYDROCODONE","MORPHINE",5.99,"(5.1, 7.01)","2.20e-81",2024
"PREDNISONE, ZOLEDRONATE, DEXAMETHASONE","PREDNISONE",5.97,"(5.18, 6.86)","9.94e-102",4984
"ACETAMINOPHEN, CONJUGATED ESTROGENS, HYDROCODONE","CONJUGATED ESTROGENS",5.97,"(5.16, 6.87)","2.07e-97",1917
"PREDNISONE, ACETAMINOPHEN, DEXAMETHASONE","DEXAMETHASONE",5.95,"(5.14, 6.88)","1.64e-94",2534
"OXYCODONE, ACETAMINOPHEN, CEPHALEXIN","OXYCODONE",5.95,"(5.2, 6.8)","2.54e-115",4418
"ACETAMINOPHEN, DEXAMETHASONE, ESOMEPRAZOLE","DEXAMETHASONE",5.95,"(5.07, 6.97)","2.08e-78",2534
"ACETAMINOPHEN, CITALOPRAM, GABAPENTIN","CITALOPRAM",5.95,"(5.12, 6.9)","1.28e-93",2294
"OXYCODONE, ZOLEDRONATE, HYDROCODONE","ZOLEDRONATE",5.95,"(5.33, 6.62)","1.22e-183",4579
"OXYCODONE, PANTOPRAZOLE, GABAPENTIN","PANTOPRAZOLE",5.93,"(5.12, 6.85)","3.95e-96",3314
"THALIDOMIDE, ZOLEDRONATE, DEXAMETHASONE","DEXAMETHASONE",5.92,"(5.14, 6.8)","1.50e-102",2534
"OXYCODONE, ACETAMINOPHEN, LEVOFLOXACIN","ACETAMINOPHEN",5.92,"(5.31, 6.58)","4.89e-174",10717
"ONDANSETRON, DEXAMETHASONE, FUROSEMIDE","DEXAMETHASONE",5.91,"(5, 6.97)","1.44e-72",2534
"ACETAMINOPHEN, EPOETIN ALFA, HYDROCODONE","ACETAMINOPHEN",5.9,"(5.2, 6.69)","2.98e-125",10717
"ZOLEDRONATE, DEXAMETHASONE, LEVOFLOXACIN","LEVOFLOXACIN",5.9,"(5.13, 6.78)","1.99e-112",2880
"OMEPRAZOLE, ACETAMINOPHEN, ZOLEDRONATE","ZOLEDRONATE",5.9,"(5.29, 6.57)","7.66e-182",4579
"OXYCODONE, ZOLEDRONATE, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",5.9,"(5.2, 6.68)","2.23e-129",13865
"MORPHINE, ACETAMINOPHEN, DEXAMETHASONE","DEXAMETHASONE",5.9,"(5.18, 6.7)","8.18e-120",2534
"MORPHINE, DEXAMETHASONE, FENTANYL","MORPHINE",5.89,"(5.02, 6.89)","2.47e-81",2024
"OXYCODONE, DEXAMETHASONE, GABAPENTIN","GABAPENTIN",5.89,"(5.17, 6.7)","3.77e-125",4852
"PAMIDRONATE, ZOLEDRONATE, GABAPENTIN","PAMIDRONATE",5.89,"(5.17, 6.7)","5.86e-142",1561
"MORPHINE, ACETAMINOPHEN, LEVOFLOXACIN","ACETAMINOPHEN",5.88,"(5.11, 6.75)","7.83e-103",10717
"MORPHINE, OXYCODONE, PREDNISONE","PREDNISONE",5.87,"(5.01, 6.86)","1.37e-80",4984
"OXYCODONE, POTASSIUM CHLORIDE, HYDROCODONE","POTASSIUM CHLORIDE",5.87,"(5.04, 6.83)","5.78e-89",2515
"OMEPRAZOLE, OXYCODONE, FENTANYL","FENTANYL",5.87,"(5.06, 6.79)","2.97e-91",2767
"ACETAMINOPHEN, DEXAMETHASONE, FENTANYL","FENTANYL",5.87,"(5.14, 6.69)","2.55e-115",2767
"ACETAMINOPHEN, CIPROFLOXACIN, LEVOFLOXACIN","CIPROFLOXACIN",5.87,"(5.08, 6.77)","1.35e-103",2140
"OXYCODONE, GABAPENTIN, HYDROCODONE","OXYCODONE",5.86,"(5.23, 6.57)","6.79e-156",4418
"POTASSIUM, ACETAMINOPHEN, WARFARIN","WARFARIN",5.86,"(5, 6.85)","2.80e-80",4188
"ACETAMINOPHEN, CELECOXIB, ESOMEPRAZOLE","CELECOXIB",5.85,"(5, 6.83)","1.06e-81",2493
"LORAZEPAM, OXYCODONE, ZOLEDRONATE","ZOLEDRONATE",5.83,"(5.15, 6.59)","2.00e-137",4579
"LORAZEPAM, ACETAMINOPHEN, ZOLEDRONATE","ZOLEDRONATE",5.83,"(5.19, 6.54)","4.65e-156",4579
"PAMIDRONATE, ACETAMINOPHEN, ZOLEDRONATE","PAMIDRONATE",5.82,"(5.2, 6.52)","2.81e-202",1561
"MORPHINE, OXYCODONE, FENTANYL","MORPHINE",5.81,"(5.08, 6.63)","1.25e-114",2024
"MORPHINE, OXYCODONE, GABAPENTIN","OXYCODONE",5.81,"(5.13, 6.57)","2.27e-131",4418
"AMOXICILLIN, PAMIDRONATE, ZOLEDRONATE","ZOLEDRONATE",5.81,"(5.08, 6.63)","7.00e-119",4579
"OXYCODONE, GABAPENTIN, AMITRIPTYLINE","OXYCODONE",5.8,"(5.01, 6.71)","5.44e-94",4418
"OXYCODONE, DIAZEPAM, GABAPENTIN","OXYCODONE",5.8,"(5.02, 6.7)","4.27e-97",4418
"OMEPRAZOLE, OXYCODONE, HYDROCODONE","OMEPRAZOLE",5.8,"(5.1, 6.58)","5.12e-122",6244
"OMEPRAZOLE, ACETAMINOPHEN, ESOMEPRAZOLE","ESOMEPRAZOLE",5.77,"(5.03, 6.61)","4.34e-104",4163
"ACETAMINOPHEN, ZOLEDRONATE, ACETYLSALICYLIC ACID","ACETAMINOPHEN",5.76,"(5.16, 6.42)","3.25e-162",10717
"OXYCODONE, ZOLPIDEM, FUROSEMIDE","FUROSEMIDE",5.75,"(5.06, 6.53)","7.44e-119",6619
"ONDANSETRON, DEXAMETHASONE, FUROSEMIDE","ONDANSETRON",5.75,"(4.83, 6.81)","1.13e-68",1350
"OXYCODONE, HYDROCODONE, IBUPROFEN","OXYCODONE",5.74,"(5, 6.59)","1.85e-104",4418
"LORAZEPAM, ACETAMINOPHEN, ENOXAPARIN","ENOXAPARIN",5.73,"(4.73, 6.91)","2.05e-56",938
"OXYCODONE, PROCHLORPERAZINE, ZOLEDRONATE","ZOLEDRONATE",5.73,"(5.02, 6.53)","2.87e-119",4579
"ACETAMINOPHEN, CYCLOPHOSPHAMIDE, DOXORUBICIN","CYCLOPHOSPHAMIDE",5.73,"(4.73, 6.9)","2.72e-54",1047
"OXYCODONE, PREDNISONE, GABAPENTIN","PREDNISONE",5.71,"(4.97, 6.55)","3.04e-100",4984
"OXYCODONE, CYCLOBENZAPRINE, GABAPENTIN","GABAPENTIN",5.71,"(4.95, 6.58)","9.34e-100",4852
"ACETAMINOPHEN, ZOLEDRONATE, ZOLPIDEM","ZOLEDRONATE",5.71,"(5.08, 6.41)","7.08e-152",4579
"OXYCODONE, FENTANYL, HYDROCODONE","OXYCODONE",5.69,"(5.04, 6.41)","4.80e-135",4418
"PAMIDRONATE, WARFARIN, ZOLEDRONATE","ZOLEDRONATE",5.68,"(5.05, 6.38)","1.43e-149",4579
"ACETAMINOPHEN, FENTANYL, GABAPENTIN","FENTANYL",5.67,"(5.03, 6.39)","3.65e-134",2767
"OXYCODONE, ZOLPIDEM, DEXAMETHASONE","ZOLPIDEM",5.67,"(4.91, 6.54)","3.67e-96",3296
"ZOLPIDEM, FUROSEMIDE, GABAPENTIN","FUROSEMIDE",5.67,"(4.88, 6.56)","3.88e-88",6619
"OMEPRAZOLE, ZOLPIDEM, GABAPENTIN","OMEPRAZOLE",5.66,"(4.87, 6.55)","1.25e-88",6244
"METOCLOPRAMIDE, POTASSIUM CHLORIDE, ACETAMINOPHEN","METOCLOPRAMIDE",5.65,"(4.72, 6.73)","6.17e-61",1439
"ZOLEDRONATE, ACETYLSALICYLIC ACID, FUROSEMIDE","FUROSEMIDE",5.65,"(4.85, 6.56)","1.94e-84",6619
"ACETAMINOPHEN, CARVEDILOL, DIGOXIN","DIGOXIN",5.65,"(4.77, 6.66)","1.90e-69",1683
"LORAZEPAM, OXYCODONE, HYDROCODONE","LORAZEPAM",5.65,"(4.95, 6.42)","2.73e-116",3224
"MORPHINE, OXYCODONE, FUROSEMIDE","MORPHINE",5.64,"(4.89, 6.51)","1.85e-95",2024
"ZOLEDRONATE, FENTANYL, HYDROCODONE","ZOLEDRONATE",5.64,"(4.98, 6.38)","7.19e-132",4579
"OMEPRAZOLE, OXYCODONE, ZOLEDRONATE","ZOLEDRONATE",5.64,"(5.01, 6.35)","1.22e-143",4579
"PAMIDRONATE, ZOLEDRONATE, ZOLPIDEM","PAMIDRONATE",5.64,"(4.91, 6.48)","7.99e-117",1561
"OXYCODONE, ACETAMINOPHEN, LEVOFLOXACIN","OXYCODONE",5.64,"(5.05, 6.29)","6.96e-162",4418
"MORPHINE, ACETAMINOPHEN, GABAPENTIN","MORPHINE",5.64,"(4.97, 6.38)","2.36e-125",2024
"OXYCODONE, DEXAMETHASONE, HYDROCODONE","HYDROCODONE",5.63,"(4.94, 6.41)","1.30e-116",4590
"ACETAMINOPHEN, ACYCLOVIR, HYDROCODONE","ACYCLOVIR",5.63,"(4.7, 6.72)","3.70e-64",951
"ONDANSETRON, ACETAMINOPHEN, WARFARIN","ONDANSETRON",5.63,"(4.77, 6.61)","1.78e-74",1350
"LORAZEPAM, ONDANSETRON, HYDROCODONE","ONDANSETRON",5.63,"(4.72, 6.68)","1.74e-65",1350
"ZOLEDRONATE, ACETYLSALICYLIC ACID, HYDROCODONE","HYDROCODONE",5.63,"(4.88, 6.48)","8.43e-99",4590
"LORAZEPAM, ZOLEDRONATE, DEXAMETHASONE","ZOLEDRONATE",5.62,"(4.93, 6.39)","3.26e-120",4579
"METOPROLOL, ACETAMINOPHEN, ZOLEDRONATE","METOPROLOL",5.61,"(4.87, 6.45)","3.00e-98",6198
"ZOLEDRONATE, ZOLPIDEM, DEXAMETHASONE","ZOLEDRONATE",5.61,"(4.87, 6.44)","1.46e-103",4579
"OXYCODONE, PREDNISONE, ZOLPIDEM","PREDNISONE",5.6,"(4.82, 6.49)","4.09e-85",4984
"OMEPRAZOLE, ZOLPIDEM, GABAPENTIN","ZOLPIDEM",5.6,"(4.81, 6.49)","1.87e-86",3296
"ACETAMINOPHEN, HEPARIN, HYDROCODONE","HEPARIN",5.59,"(4.63, 6.73)","5.99e-56",860
"PAMIDRONATE, ACETAMINOPHEN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",5.57,"(4.82, 6.42)","2.04e-93",13865
"OMEPRAZOLE, OXYCODONE, ZOLPIDEM","OMEPRAZOLE",5.56,"(4.85, 6.36)","5.59e-104",6244
"OXYCODONE, ZOLPIDEM, HYDROCODONE","ZOLPIDEM",5.56,"(4.93, 6.27)","6.90e-134",3296
"ACETAMINOPHEN, ZOLEDRONATE, LISINOPRIL","ACETAMINOPHEN",5.55,"(4.78, 6.43)","1.19e-85",10717
"ACETAMINOPHEN, FLUOXETINE, GABAPENTIN","FLUOXETINE",5.55,"(4.76, 6.46)","1.44e-82",2050
"ACETAMINOPHEN, ZOLPIDEM, ESCITALOPRAM","ACETAMINOPHEN",5.55,"(4.84, 6.35)","3.99e-102",10717
"PANTOPRAZOLE, FUROSEMIDE, GABAPENTIN","FUROSEMIDE",5.55,"(4.8, 6.4)","1.12e-89",6619
"MORPHINE, GABAPENTIN, HYDROCODONE","MORPHINE",5.55,"(4.72, 6.51)","5.52e-74",2024
"OMEPRAZOLE, ZOLPIDEM, HYDROCODONE","OMEPRAZOLE",5.54,"(4.83, 6.34)","1.21e-101",6244
"OMEPRAZOLE, OXYCODONE, ZOLPIDEM","ZOLPIDEM",5.54,"(4.82, 6.35)","1.10e-101",3296
"ACETAMINOPHEN, TRIAMCINOLONE, HYDROCODONE","ACETAMINOPHEN",5.54,"(4.8, 6.37)","5.52e-93",10717
"OMEPRAZOLE, OXYCODONE, HYDROCODONE","OXYCODONE",5.54,"(4.86, 6.29)","1.15e-115",4418
"OXYCODONE, POTASSIUM CHLORIDE, HYDROCODONE","OXYCODONE",5.53,"(4.75, 6.41)","1.59e-85",4418
"GABAPENTIN, HYDROCODONE, AMITRIPTYLINE","AMITRIPTYLINE",5.52,"(4.75, 6.41)","2.73e-89",2093
"OXYCODONE, ZOLPIDEM, GABAPENTIN","ZOLPIDEM",5.52,"(4.86, 6.26)","2.44e-119",3296
"ONDANSETRON, PANTOPRAZOLE, FUROSEMIDE","ONDANSETRON",5.52,"(4.63, 6.55)","1.03e-63",1350
"OMEPRAZOLE, ZOLPIDEM, HYDROCODONE","ZOLPIDEM",5.51,"(4.79, 6.33)","2.31e-99",3296
"ACETAMINOPHEN, CELECOXIB, ESOMEPRAZOLE","ESOMEPRAZOLE",5.51,"(4.71, 6.41)","2.24e-78",4163
"ONDANSETRON, OXYCODONE, ZOLPIDEM","ONDANSETRON",5.51,"(4.62, 6.53)","1.45e-64",1350
